"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31"
"A1","WT","20.0234375","23.4732142857143","22.5722222222222","31.7395833333333","28.09375","28.3585858585859","28.6833333333333","23.9989035087719"
"A2","WT","23.0232142857143","26.8295454545455","24.9146825396825","30.3536931818182","52.9421542553191","43.5637019230769","40.1417910447761","28.1875"
"A4","HOM","26.65","28.9777542372881","30.9430555555556","32.6953125","29.8293711656442","30.2827380952381","29.8373842592593","28.9961283185841"
"A5","WT","13.7291666666667","18.6923076923077","21.79375","18.2661290322581","21.2867647058824","15.1089015151515","20.7641666666667","13.8259943181818"
"A6","HET","0.897376543209877","0.827801418439716","1.66519174041298","2.76777552056882","2.29491266097157","0.441964285714286","0","0"
"A7","HOM","18.6724137931034","22.4048507462687","19.5616071428571","21.08984375","19.6575956937799","19.395150273224","18.865307486631","26.523381294964"
"A8","HOM","17.3341346153846","18.9342105263158","17.1371527777778","21.6133720930233","20.9483944954128","19.5059782608696","19.7922535211268","20.4733552631579"
"B2","WT","22.9448529411765","26.3418209876543","26.2148058252427","28.7886450381679","78.0884433962264","41.8329646017699","37.5267857142857","36.1593406593407"
"B3","HET","1.55666035353535","3.14683219178082","5.50644347017404","7.31588089330025","8.83978441940225","5.79113539769277","4.04739044805515","3.60235178833905"
"B4","HOM","41.7463235294118","27.0886824324324","70.4629360465116","47.3184210526316","38.4314209726444","37.4109375","26.0094936708861","23.8139124293785"
"B5","WT","15.4583333333333","30.7353515625","40.3565573770492","36.643018018018","41.4435307017544","33.6257911392405","23.128125","22.0101495726496"
"B6","HET","2.56635481635482","2.62778793418647","5.34607885615251","6.66300154320988","6.2117139959432","6.11184041184041","4.50878594249201","4.90793650793651"
"B7","HOM","15.5091463414634","23.2165178571429","22.5167025862069","18.6189516129032","36.9009030418251","37.6919169611307","66.1578571428571","8.19322638146168"
"C1","HOM","27.46875","30.0329861111111","36.6938775510204","38.7704248366013","26.9925742574257","51.4985665137615","42.2460191082803","42.1850961538462"
"C2","WT","28.4836956521739","26.2283653846154","39.7316810344828","41.5286949685535","79.483152173913","26.3747676579926","37.4887422360248","30.7668269230769"
"C3","HET","1.03847728203029","1.96101882613511","3.95008250825083","7.94906069364162","11.5266812865497","7.66090909090909","7.98816287878788","3.85977011494253"
"C4","HOM","24.5373711340206","41.7681327160494","70.6725","93.7254464285714","109.651709401709","89.0563322368421","41.8190607734807","54.3041930379747"
"C5","WT","21.5340485074627","24.8111263736264","28.9368093922652","25.6150147928994","56.265243902439","22.4149408284024","20.6042640186916","19.1001712328767"
"C6","HET","1.65772058823529","2.80059523809524","4.20092735703246","3.7869260017549","2.98188500918876","3.35760233918129","2.64552459988145","0"
"C7","HOM","14.50925","26.8094405594406","25.2915441176471","30.0947580645161","33.4675925925926","35.7909090909091","34.8942708333333","28.9800646551724"
"C8","WT","18.4791666666667","20.5133928571429","21.5133928571429","23.9112903225806","35.1422872340426","24.2003676470588","24.4715909090909","19.374255952381"
"D1","WT","17.6881720430108","26.5403645833333","28.7886904761905","30.2540760869565","30.0390173410405","33.1962890625","33.1808978873239","32.6814814814815"
"D2","WT","18.2172839506173","21.2676526717557","28.8412438625205","33.0499367888748","50.0518433179723","38.2733990147783","44.7202380952381","41.763671875"
"D3","HET","2187.83333333333","3.88365963855422","7.51084236864053","10.6886629579896","12.2875670840787","10.5210280373832","7.47216599190283","5.40754285714286"
"D4","HOM","27.2803308823529","28.1292857142857","73.0461711711712","30.0573275862069","25.1608695652174","24.0989932885906","22.2801339285714","19.3385416666667"
"D5","WT","17.0770833333333","18.2576164874552","20.691163003663","28.0995065789474","36.9021739130435","28.2452702702703","17.5690359477124","8.92128661087866"
"D6","HET","8485.125","10958.9375","8175","9006","6229.13333333333","6928.46666666667","9894.06666666667","8123.86666666667"
"D7","HOM","19.9318647540984","23.0297379032258","22.437193627451","27.4107680722892","47.785382231405","32.8162579113924","60.9070855614973","19.897240990991"
"D8","HOM","22.2538580246914","29.3503787878788","30.8223684210526","64.4044117647059","22.4532374100719","27.067246835443","20.9568965517241","24.0347222222222"
"E2","WT","12.0974025974026","17.2702464788732","20.3079545454545","20.7908163265306","45.3203125","31.5122282608696","24.9012276785714","24.1975574712644"
"E4","HOM","32.9988636363636","29.2467948717949","53.4759615384615","43.6722826086957","31.1461012861736","35.8783854166667","23.5068965517241","29.7140313390313"
"E5","WT","13.6899509803922","13.3790983606557","15.7215909090909","14.2083333333333","15.9124273255814","18.6893939393939","10.1637630662021","10.0659385113269"
"E6","HET","3.17807192807193","4.43949817887495","3.43517329910141","4403.69230769231","2.62091607943626","3.21332263242376","2863","1.82052142777218"
"E7","HOM","20.2748015873016","18.6137931034483","21.8692484662577","23.8563481675393","52.1892361111111","26.591847826087","28.7654761904762","26.8660714285714"
"F1","HOM","17.740625","23.0527777777778","19.7252155172414","28.4773706896552","23.975","2765.0625","21.7321428571429","25.7216494845361"
"F2","WT","13.54375","16.611328125","13.7375","18.7976973684211","20.3913043478261","34.6243686868687","19.5565476190476","25.499375"
"F4","HOM","23.6339285714286","30.780487804878","27.253125","23.064375","30.9961734693878","30.788868159204","28.1440373563218","25.9864457831325"
"F5","WT","9.61969696969697","16.4125","16.7267857142857","17.7268518518519","21.8255952380952","15.228982300885","19.109375","16.3651960784314"
"F6","HET","0.857091690544413","1205.38461538462","1.60911490052781","3811.46153846154","1048","0","0","0"
"F7","HOM","18.1142045454545","17.6804347826087","26.6032838983051","26.7840909090909","31.1854026845638","28.9680397727273","33.3521126760563","33.4623344370861"
