"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31"
"A1","WT","7.64590747330961","7.62428842504744","6.66957470010905","8.12135922330097","7.49745618993782","7.3247191011236","7.50715243629861","6.6319144092875"
"A2","WT","7.58296943231441","7.63353293413174","7.42426645519429","7.54666666666667","6.07604932929468","6.10938486800556","6.60352310441665","6.87019122609674"
"A4","HOM","8.59749552772809","8.52696272799366","7.63697735191638","8.01371036846615","6.6215075835329","7.01184913217624","7.78829902491874","7.43293347873501"
"A5","WT","5.42972816657027","6.80129589632829","6.3960880195599","6.67863397548161","6.26680526680527","5.18601016021884","6.08343409915357","4.76122394441475"
"A6","HET","0.0735699209387186","0.0725391659218537","0.119210612350033","0.24879631412868","0.274065618295971","0.0621978943651091","0","0"
"A7","HOM","7.05268199233717","7.70599181243022","7.30046583850932","6.44528241335045","5.94553590919013","5.68013549479797","5.68742338808531","5.87321907908321"
"A8","HOM","6.70159453302961","6.98888888888889","6.49084568439407","6.92255685310387","6.70227670753065","5.78867195880712","2.48104750476459","4.56283704572098"
"B2","WT","7.56109022556391","8.0142061281337","7.67470637583893","6.72561643835616","3.78204898980869","4.23979799152493","4.98812769325477","4.68846199737501"
"B3","HET","0.143791363606579","0.306401766004415","0.572878518363503","0.715286504146771","0.87762271884454","0.475462518020183","0.479780090030256","0.408157650874551"
"B4","HOM","7.44900784494693","6.56692677070828","3.34680421619197","5.80347458406103","4.47107366973266","4.17708963348252","2.44193212394757","5.16216839677047"
"B5","WT","5.84929472902747","6.62595628415301","5.82491349480969","5.20763956904995","3.57221799746515","3.62636604774536","2.98713033953998","3.6504215851602"
"B6","HET","0.245681032915075","0.321785959819723","0.802059231837112","0.926964219845076","0.764239924079562","0.764440452982279","0.722043634064081","0.690636341640455"
"B7","HOM","5.56186752529899","5.99124343257443","5.66639344262295","5.11521836339246","2.27789855884528","4.17341627523169","4.95432491216329","3.53160797624098"
"C1","HOM","8.70189965903556","8.86936392914654","8.36604210932973","6.37186506534793","4.29249049886949","5.06706734819974","4.95336726932304","3.11945237929353"
"C2","WT","7.42445213379469","7.38592420726992","7.30427327881825","5.98805208752853","4.48041351061409","5.2835209825998","5.47931059559305","4.98558090060277"
"C3","HET","0.12804584627499","0.205551091380923","0.647180033339507","1.08108809972083","1.28601284534611","0.566362791632135","0.4739105305745","0.192906507521761"
"C4","HOM","6.63088947600176","7.3587686971602","4.93552774755169","3.04558290825756","2.19858778171264","3.13609789533102","4.52538961950672","2.71277356601345"
"C5","WT","6.22881969587256","6.59860067374968","5.85794486215539","4.81969837391524","5.79048217370818","3.83126825828548","3.95287420679358","4.0470317978479"
"C6","HET","0.087473811809385","0.18333882234664","0.374407364787112","0.393709830153325","0.308720182124122","0.258913864935568","0.0982916532944923","0"
"C7","HOM","5.34210526315789","7.29322162985529","6.87900446713465","6.59695858498706","5.3559178488249","5.39115331171839","2.57674110103913","2.15747514126769"
"C8","WT","6.46048632218845","6.767258382643","7.09982174688057","7.24696048632219","5.49687890137328","6.44520547945205","6.52875175315568","6.06927517639513"
"D1","WT","7.17922606924644","7.93456614509246","7.47308878985259","7.5152","5.46545153272577","4.70031880977683","4.82057961576034","4.63613445378151"
"D2","WT","5.79346840036287","6.98631934032984","5.98031746031746","5.67723758354082","3.98250211327134","5.0434439178515","5.69646840148699","5.23246909528498"
"D3","HET","0.166233064770221","0.251201261783369","0.739087500578606","0.805520448915626","0.952358132662434","0.931153551786127","0.613645558173294","0.50485412121908"
"D4","HOM","6.39626045596195","6.05551069842551","4.57893997565315","5.103847503216","6.34899817850637","5.60623556581986","5.55407232173031","5.10347322720695"
"D5","WT","5.89210563479735","5.62477606592619","4.79235842619968","4.68421052631579","4.15237522549609","4.6136535076691","3.80138355111453","2.40721705850191"
"D6","HET","0.752647415756488","1.13673370487037","2.8046520796373","2.71168625678119","2.51032392498579","2.76520168573149","1.70757074145793","1.47365430508731"
"D7","HOM","6.41768082663605","6.28882521489971","6.13278510097956","6.04544195067886","1.96746784286946","1.98000900368588","6.55521628498728","4.33854950346073"
"D8","HOM","7.55152786099461","7.66392694063927","6.51076443057722","6.25847457627119","6.56236897274633","5.95185939887927","5.20031670625495","4.72396212672979"
"E2","WT","3.61773794808405","5.17802271209085","5.8097849008857","3.37106086119798","1.89841192279502","2.07888283378747","2.18795838308033","2.83080556936847"
"E4","HOM","6.7313112745098","6.29404631987389","4.78440257572144","4.98015310462149","3.84684627575277","3.36917034855179","3.67261079504709","3.02914600176642"
"E5","WT","5.59029345372461","5.17867998263135","4.27747719894883","2.69962414665951","3.40448762896925","4.02155688622755","2.6995087092452","3.15516548304971"
"E6","HET","0.235063288591955","0.485229929214824","0.516993972389656","0.514537552794271","0.620222704539021","0.40367099262535","0.272005185445597","0.21394637608005"
"E7","HOM","6.39035087719298","6.16059264305177","5.94521625163827","4.58224956063269","1.87860214776854","5.26588081204977","5.19385593220339","4.89412971033068"
"F1","HOM","6.71184022824536","7.22881785895485","6.91484517304189","6.92266949152542","6.42010208087947","6.26515151515152","5.24652993577792","5.11097159001727"
"F2","WT","5.39461883408072","5.9362389023406","5.7296","6.15263518138261","6.00501612325331","3.65809540698705","3.02873528523996","3.91909748192471"
"F4","HOM","7.9305373525557","8.06743648960739","8.40659340659341","7.83994673768309","7.16609760996184","4.79114165712104","4.82789716039908","5.72952933591231"
"F5","WT","3.59586466165414","5.4375","5.93447505584512","5.70948706309578","5.84725013703636","5.06203473945409","5.63559577677225","5.28817422132185"
"F6","HET","0.0815677487554323","0.0980833212787502","0.136679185159895","0.27211915881777","0.127414699134039","0","0","0"
"F7","HOM","6.77671013498055","6.42857142857143","6.87960163613729","6.32225869993434","5.49448322449899","3.97252466203873","6.10413803634143","2.86646942800789"
"F8","WT","4.98234683281412","6.24953445065177","6.0114122681883","6.63780359028511","6.10141987829615","6.59533999048978","6.36244204018547","5.69672131147541"
