"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31"
"A1","WT","4688","4477","6882","30540","31320","36081","37040","38237"
"A2","WT","11487","7078","21389","18298","69441","54822","29244","35990"
"A4","HOM","15305","23330","37991","30801","63478","46133","39162","48013"
"A5","WT","10117","3439","2883","8297","20137","14146","21413","38506"
"A6","HET","7313","6199","10047","17188","15072","2625","0","0"
"A7","HOM","7936","22218","20041","44477","59811","51065","51155","55495"
"A8","HOM","6315","4727","8182","12340","30259","29720","35912","44511"
"B2","WT","17224","31114","39823","53893","87552","79140","63587","44642"
"B3","HET","9716","17492","34681","23818","29159","32464","28818","30507"
"B4","HOM","18228","59431","83032","68619","126892","89359","63614","28241"
"B5","WT","17009","25909","29583","61283","77836","74328","90321","57148"
"B6","HET","11962","16788","38827","28687","41228","38059","31750","31540"
"B7","HOM","25972","23298","32094","39118","136651","81754","167741","18942"
"C1","HOM","19398","48008","49847","81620","108674","117688","99902","97803"
"C2","WT","28104","81437","61700","95813","152279","110734","80074","88941"
"C3","HET","9910","15003","30429","17654","25915","22092","21071","11213"
"C4","HOM","65062","92715","106452","212267","197004","166753","101377","89517"
"C5","WT","36409","56773","66450","61385","46241","45233","50539","43849"
"C6","HET","10204","18136","25794","20140","19080","10110","7516","0"
"C7","HOM","51736","53076","60337","68734","65581","58316","63395","53211"
"C8","WT","4670","3734","8587","10390","24501","9343","15448","20749"
"D1","WT","25849","18347","25294","16456","71344","63228","66163","65463"
"D2","WT","20621","40577","31457","46574","44991","39486","35532","52797"
"D3","HET","15483","27515","49749","49035","48785","54010","51761","40348"
"D4","HOM","43628","66929","109424","48574","20590","34552","38769","41211"
"D5","WT","44879","68295","73527","43842","45792","47431","27917","24926"
"D6","HET","135762","48443","31373","135090","26800","24340","55626","41260"
"D7","HOM","30693","37170","59410","73842","182875","156831","178915","38101"
"D8","HOM","27180","27806","24491","29250","31996","30170","29752","22201"
"E2","WT","12979","17180","15404","30004","38674","33810","41870","29041"
"E4","HOM","24588","54811","70043","81902","137137","106945","95889","114857"
"E5","WT","10623","25555","30112","42283","40281","33437","34351","27696"
"E6","HET","21431","30913","29747","36011","29354","33336","26072","14923"
"E7","HOM","16379","39470","51599","87466","148641","28793","25952","41398"
"F1","HOM","5147","15514","16772","21999","36387","19897","25112","34131"
"F2","WT","3902","8019","3910","9985","18612","44016","53875","32649"
"F4","HOM","6605","18481","14293","31909","39426","56477","47957","40389"
"F5","WT","12335","3240","8747","13930","34013","24309","20015","22701"
"F6","HET","7556","11135","14298","32667","7428","0","0","0"
"F7","HOM","31186","30298","44370","55800","58983","62881","67470","79606"
"F8","WT","25894","3764","4875","6778","13914","16111","9005","3780"
