"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31"
"A1","WT","237.99912662255","234.752079400947","213.893115964435","244.13731759171","234.41601266112","222.654463248953","233.096153657537","199.877516372793"
"A2","WT","236.798798145092","238.58005598355","231.982840278669","234.336340072976","183.678312865712","190.020147887421","206.600654846824","214.559201419437"
"A4","HOM","268.314737514565","266.070722785609","235.842012634914","250.501295127618","204.115243810012","213.886763398875","243.55799816694","222.77212883481"
"A5","WT","166.123267156724","212.31823908875","195.65134895473","201.289660656591","194.519497815262","153.29727043154","182.764842251741","141.146633270391"
"A6","HET","3.89027278512925","4.20090587900714","5.76101359114723","12.332198302522","13.1932628892034","3.97167206016268","0","0"
"A7","HOM","219.097767416178","239.862713476179","225.299463268986","192.855443971997","178.404561979029","169.345694993137","169.520180424147","170.424559944078"
"A8","HOM","201.538720922786","217.918013174194","202.638142512654","214.656742643156","209.183468376079","175.535796441943","69.2002337990825","142.790904677083"
"B2","WT","235.249634299427","247.218973535329","233.685276329738","203.50874600185","113.663412732878","127.076999981585","144.670190645248","129.850764667773"
"B3","HET","7.15398257775328","12.7245060871709","21.9566518086126","25.8703840818028","32.4268725861335","17.9069559278276","19.0913951892674","15.6169250496966"
"B4","HOM","221.990208057805","192.991741392361","108.47340465117","171.090616861902","132.945079244368","121.817918354668","70.4958859163626","157.649737064863"
"B5","WT","178.640187940193","195.359684227199","174.617793943291","150.941624255837","106.396243522865","105.889801372678","89.0497278534779","103.426074452305"
"B6","HET","10.1400008937622","10.8052691613527","24.9428022436584","25.8851415488323","22.7780418846906","24.9181139329056","24.9706861774051","22.4546879958321"
"B7","HOM","169.141735874749","182.544919790439","172.001086162379","153.59235610216","71.3156430865915","124.480058740246","153.028835716031","113.686797986355"
"C1","HOM","272.03558467462","274.956495268","261.038653957034","189.097144764792","125.482216163966","148.554076128847","136.270438103262","87.0369689911912"
"C2","WT","225.79207462402","230.526005105681","223.876164653384","182.824960067786","132.123999332393","161.532090638533","167.275202895048","145.123219806374"
"C3","HET","5.50089191818013","7.10465486532936","19.0617860285536","30.2875619054342","36.9901102675592","17.564481491729","18.7531069066947","8.98362081771437"
"C4","HOM","200.483496537052","220.912819949808","146.367347872019","97.000396924506","54.6422195966876","86.4150359720159","127.117627538111","74.404392798124"
"C5","WT","189.919618228026","201.704585774727","176.916360575216","141.591357619468","179.192692661496","118.543695060844","123.944558643254","126.32854680834"
"C6","HET","5.26947188113223","9.60813971394171","15.5363545163119","14.7841507138791","11.8022557021986","12.64512725671","9.36486102935069","0"
"C7","HOM","162.307129173979","221.324339405009","210.167465388873","199.35781999861","155.253340327781","166.123365302165","69.3322630921238","59.2664059539232"
"C8","WT","201.423779095808","211.302854464606","221.418637533059","226.282490436497","166.091555769492","201.174995951424","203.951200765803","189.688753910096"
"D1","WT","219.893434715405","247.723496393695","229.766471633026","234.887522842836","167.464501188589","142.742868182214","144.019868306752","137.015276255788"
"D2","WT","187.247946338484","210.021511804654","223.485180407803","196.201645224661","130.065810851417","163.441415033492","188.37717416807","148.951166571298"
"D3","HET","8.32465701808537","10.9416404926705","33.7502533150889","29.1870819508626","35.6773331545826","32.7176572200636","22.3340268017763","17.1980332045461"
"D4","HOM","190.437123767786","180.423800470216","138.87856021545","161.289203192955","192.843502648268","175.533561286048","171.800515880777","159.281614103325"
"D5","WT","179.937386614051","172.280145015787","142.423023826676","139.367347262521","137.80359002211","136.298258053386","118.179890120464","75.1198689149119"
"D6","HET","22.8195457812816","32.5144119915329","84.7355457441396","86.0714675261668","77.8077144963748","88.6303341972711","52.2689067030247","46.5263335665871"
"D7","HOM","192.583839525213","187.723047116929","185.052354687391","178.305568925808","56.0877380915743","59.4402357407431","204.739623612626","132.235527321291"
"D8","HOM","234.27388252712","237.629737330332","197.676990901083","190.055714753171","204.207399563314","174.874690367266","151.646419084388","136.705096494484"
"E2","WT","107.792378059227","160.377826963503","178.44165079693","101.37402334717","53.8368238659183","58.655661951165","65.3307143516373","78.628937794204"
"E4","HOM","200.757246125591","188.802259463929","146.960348827681","142.958880044923","115.394521995609","99.2144606232144","109.771157353157","93.1592760122516"
"E5","WT","171.362024219057","157.139235534391","124.052037115735","78.576064164269","97.6754619871282","114.576929752055","84.3497321295326","97.9755674789999"
"E6","HET","8.59906227724149","17.0806064415945","18.3721859157635","19.2358807575235","22.1709282313013","13.8034488980858","11.2325294895751","12.2371261976709"
"E7","HOM","192.903744802108","186.978647199073","182.012908303471","133.590023080472","56.1727684690122","164.656481590258","162.351162977307","153.334545641773"
"F1","HOM","209.246579865413","224.946456085094","215.615789067449","215.738614053691","198.590998270196","192.78257358105","150.504875885155","151.906395203612"
"F2","WT","168.475548256411","185.460410311149","178.98048511975","192.213033821113","187.628615930895","108.771813127206","92.5229452475499","115.642760507683"
"F4","HOM","233.59508789668","243.565635606235","262.004112426168","236.853948810029","216.616043169836","142.347303256396","137.09154731061","178.466251587775"
"F5","WT","117.626541582742","158.223081227785","184.752862458964","172.975840463427","178.08380854264","152.688749156835","168.044277872667","157.936920011356"
"F6","HET","3.58520666956307","3.82903951447978","6.20754618847577","11.1027384378874","8.21694410543033","0","0","0"
"F7","HOM","209.201111036947","197.931975958227","214.520979163649","192.818880183751","166.810369395484","115.115416799598","185.074040864417","80.0922524758505"
"F8","WT","148.558947690748","185.446532258637","187.691308506623","207.356558042349","190.610066726963","206.045945945163","198.729160581311","177.852435213994"
