"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31"
"A1","WT","0.0801939924906133","0.0834709169418339","0.082143037654789","0.124350736079782","0.104907493847068","0.114953117962576","0.107716380543634","0.10046544506463"
"A2","WT","0.0886872661237068","0.0963044542339696","0.0941078601834642","0.114739046391753","0.135575298989294","0.122624976317428","0.103962118283726","0.103626954131593"
"A4","HOM","0.10081331567997","0.10921031619291","0.103657969180377","0.101119523195876","0.100014141725805","0.108828185163002","0.111275855519873","0.107129720451202"
"A5","WT","0.057529463116543","0.0678960603520536","0.0648430526628979","0.0712981616721229","0.0811424407197713","0.0703235190409027","0.0810298402622405","0.0719805655800745"
"A6","HET","0.00376438753447182","0.00333439985373434","0.00623278255925008","0.011270764622032","0.00946095823806145","0.00227241880369176","0","0"
"A7","HOM","0.0723350253807107","0.0874322907565962","0.0802550990505216","0.105102526388649","0.0960880674509437","0.0976534556760029","0.0982814458838278","0.114003215931229"
"A8","HOM","0.0676200300075019","0.0699630493971217","0.064920288330001","0.0838710405198087","0.0798048021809031","0.0854417422107108","0.0869746858946587","0.0757578339532981"
"B2","WT","0.0838783958139201","0.0979609522060512","0.113108453418231","0.119239676868597","0.214306519262635","0.160192653088888","0.1506743876105","0.136280803478981"
"B3","HET","0.00689232515171082","0.0131944544162203","0.0217410005675625","0.0288841167238477","0.0335074761304269","0.0245964206508845","0.0219979233735546","0.0159500386580829"
"B4","HOM","0.109342500577768","0.108810557741892","0.118866467242056","0.16597437601536","0.0881583672074911","0.115432455886607","0.0782911030672509","0.0416755240261024"
"B5","WT","0.0603966972285893","0.0863352571980337","0.0999817236617659","0.132401529947917","0.131135852670145","0.134441899893719","0.108338603147836","0.106070825438669"
"B6","HET","0.0112870498000212","0.0116549095921511","0.0206571272634737","0.0313402798948942","0.0258871738082961","0.0248398114875432","0.0200856799242829","0.0236859996361303"
"B7","HOM","0.0601679545812963","0.0751720117179971","0.0816919744784662","0.0913155771421339","0.0785138300110025","0.0696658208916232","0.0442165796539095","0.0333152130581951"
"C1","HOM","0.104155146536061","0.126523736152286","0.140501680081269","0.158827112562922","0.114931424074647","0.0995635603366472","0.153671717522764","0.125827425201909"
"C2","WT","0.0934780023781213","0.0946609522487507","0.131731071540858","0.1636162871373","0.196452942314305","0.134728684010634","0.143967357599466","0.137281191007379"
"C3","HET","0.00407756863116969","0.00773055682884771","0.0150583461768314","0.0355162060950413","0.0462940672193907","0.0280586678209333","0.0374930274214015","0.0163176053258176"
"C4","HOM","0.0815530238136029","0.116381793945648","0.166397862120927","0.158492118613359","0.121095777918315","0.126707688635534","0.139579376348448","0.0619020864747091"
"C5","WT","0.06905076694824","0.0811768565624607","0.109822870143214","0.115589370110277","0.0808571603824011","0.0827426717924075","0.0793755625562556","0.0696517775372575"
"C6","HET","0.00550431836909085","0.0107717315227274","0.0165361660187264","0.0177433622558018","0.0134826979165801","0.0169746333964049","0.00859260685406238","0"
"C7","HOM","0.0570744957044403","0.0989329307630771","0.107828722977379","0.134549237070582","0.0946147575313369","0.0887251256394654","0.0964662957587486","0.0746942074390081"
"C8","WT","0.0675655088360756","0.0690520557826401","0.0798482237539767","0.0899793639232823","0.129169273480879","0.0855047802140705","0.0878377275990341","0.0726242804230443"
"D1","WT","0.0758344089987092","0.102439490189772","0.110469454257522","0.110909109021358","0.122930169844349","0.118304006459337","0.122905037040901","0.117753816590157"
"D2","WT","0.0739093413473579","0.0869069343065693","0.124830874071136","0.128550284219429","0.186592164374619","0.162738170875603","0.161989090046644","0.147493378214325"
"D3","HET","0.00486234889196081","0.0139022168071938","0.0302345777522122","0.0401942481540366","0.0449825799944989","0.0394121868818597","0.0307965544985861","0.0224809214346055"
"D4","HOM","0.0797670493636051","0.122234430870083","0.162660240335426","0.102269394124273","0.0679209408229854","0.0823321028133813","0.0810625338386573","0.0694724491952242"
"D5","WT","0.0647909069831166","0.0632143433315546","0.0789066101387123","0.0756817537476522","0.0786635309382856","0.0855875223166757","0.065901652406286","0.0339066773742128"
"D6","HET","0.0188562523611636","0.0246272132370622","0.0183713232071948","0.020238611567425","0.0139986815886856","0.0153966952372275","0.022233957605802","0.018255962199081"
"D7","HOM","0.06792233457166","0.0908413125079527","0.100624065687654","0.134960329230313","0.100083626151077","0.0873368214932412","0.0649988871641519","0.0576889798743617"
"D8","HOM","0.0885127670022097","0.108020130485697","0.103528285209193","0.101787291405197","0.0818322452083169","0.0969228764391261","0.0979925830377298","0.0894064418989136"
"E2","WT","0.0504549886252844","0.0662374405790838","0.0768024135322836","0.0966051870466076","0.107463073655091","0.108654711041151","0.0871297916211066","0.0816248885270055"
"E4","HOM","0.0990524204551656","0.130571030640669","0.13354315312843","0.141949422006162","0.0684109095146618","0.0778779800665654","0.0435613322086752","0.0414016942357084"
"E5","WT","0.0545331172381473","0.0572719298245614","0.0821751009741031","0.0583329161034063","0.0780643896177981","0.085859464726969","0.0380223676321072","0.0393285242833841"
"E6","HET","0.0116406927515762","0.0174052528323201","0.0142920469778943","0.00989756141500136","0.011723048092793","0.0140094992228608","0.00643399703357454","0.0101881074040677"
"E7","HOM","0.0701357621348561","0.0795297168282406","0.0964550017588008","0.123443934221933","0.0968060851195383","0.07950246977772","0.0758202379757004","0.0731298303601808"
"F1","HOM","0.0711189617157747","0.092284939062361","0.075861182945428","0.107259399961036","0.0918230563002681","0.00614471988266406","0.0914212740384615","0.0999559312527543"
"F2","WT","0.0528227379095164","0.0622438524590164","0.0527148887183423","0.0703894856129287","0.0766339869281046","0.116004348708924","0.0873357221844165","0.101473894703331"
"F4","HOM","0.0954998075812969","0.123555903661641","0.102551740357479","0.101386324673612","0.122253189519862","0.0749610874910668","0.0953756451455838","0.0860238104734176"
"F5","WT","0.0401943560767928","0.0601337322911578","0.0666026734926052","0.0768381762722748","0.0866782972124513","0.0754438842612889","0.0818527024742152","0.0768708266175455"
"F6","HET","0.00316377039990692","0.00270917998809828","0.00664054515051288","0.00856610234131602","0.00235569671753443","0","0","0"
"F7","HOM","0.0739739567864568","0.0751858151832267","0.105628974729971","0.124024512661097","0.133293889845095","0.0980739636433587","0.115351827946513","0.104645593869732"
"F8","WT","0.0767139708221606","0.0727437207322265","0.0713227247857013","0.0687882555470543","0.0702338709677419","0.0835503608409162","0.0746316117884228","0.0623709647147147"
