"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31"
"A1","WT","0.815020862308762","0.684765983481187","0.789491797636802","0.748823067869753","0.734900746163593","0.725815211924926","0.736703926170492","0.784396988532628"
"A2","WT","0.860642841087885","0.69699655342196","0.770719227443067","0.618510005408329","0.716521864746063","0.627749596363262","0.578504876263575","0.700876338851022"
"A4","HOM","0.859396934134426","0.754186332191117","0.737546107551932","0.679903757008521","0.716779584462511","0.633051568460631","0.67074298633234","0.80967638577379"
"A5","WT","0.926465201465202","0.764902135231317","0.702827888834715","0.810649731314118","0.641510035043007","0.56665598461785","0.663948404700629","0.83089139675895"
"A6","HET","0.791707264263289","0.720562594443799","0.703374404928591","0.711453288629496","0.778713510720744","0.931511710432931","0","0"
"A7","HOM","0.712195997487212","0.851133925835121","0.737425028516761","0.789018981727869","0.790387588704029","0.81693543226467","0.747421174132842","0.675088803464552"
"A8","HOM","0.856968381055774","0.799424995772028","0.772178180445451","0.735311643427482","0.745387362975736","0.644615551458627","0.720256718812676","0.642294372294372"
"B2","WT","0.82454880559146","0.841350964008545","0.855047880791858","0.814155147669764","0.748723649890965","0.636593252787207","0.50916035424307","0.347395042994436"
"B3","HET","0.573655310857885","0.604422944022115","0.72380256704581","0.532590952796225","0.622975686877751","0.688832778119629","0.70863353579069","0.715069263764855"
"B4","HOM","0.674112426035503","0.868341077116391","0.73844949795893","0.684888711448248","0.532946932946933","0.658290605846299","0.706523912125991","0.399538792371682"
"B5","WT","0.858346790472346","0.769909663615833","0.724842574669836","0.710923180436649","0.684645696995285","0.828379417566619","0.753604445482762","0.676916516630342"
"B6","HET","0.455001901863827","0.530996963562753","0.73805767293326","0.572412004150371","0.765281309746998","0.732537773072852","0.741839762611276","0.761541433262507"
"B7","HOM","0.835542401235362","0.704122340425532","0.66912684513385","0.622828665594599","0.681041614752056","0.438921728112702","0.881715060658943","0.618070284204"
"C1","HOM","0.72291581261879","0.81267562717947","0.768413750578079","0.703317535545024","0.648289109477904","0.561054909850211","0.553369448414149","0.662514225329215"
"C2","WT","0.819239177962396","0.894057329805571","0.786909499030711","0.667216802111406","0.697503664345914","0.852160529454769","0.554936449194007","0.500588159146297"
"C3","HET","0.663497589716122","0.608492861778066","0.711639654809514","0.325125692922522","0.469721411611173","0.542561029520114","0.500308671288821","0.534945851820047"
"C4","HOM","0.839997417855529","0.799095022624434","0.832176360225141","0.837081000078871","0.775362090680101","0.638401402735027","0.453525461792771","0.631704855793997"
"C5","WT","0.731383459552841","0.77659530811846","0.740901792881991","0.633220206104744","0.22988660034701","0.35584593357144","0.402547232930831","0.398870220952762"
"C6","HET","0.757479029025314","0.527500654431227","0.691361333726447","0.530614395615976","0.635322322855621","0.40285304430985","0.832060223624488","0"
"C7","HOM","0.842633310531288","0.841581175575182","0.83581986175179","0.695069169161071","0.402530045052234","0.638093466533904","0.605387803433985","0.682384775193003"
"C8","WT","0.70078031212485","0.640370433887841","0.789028760452081","0.798555068787949","0.811425732737208","0.608070289619265","0.659832564496839","0.776302005387609"
"D1","WT","0.973230421686747","0.89076079040637","0.855712304205149","0.663842833514866","0.673482295413139","0.644834936207969","0.609230117586394","0.648475963110085"
"D2","WT","0.841604766957799","0.859390884445951","0.803684116399683","0.757818347489342","0.599752052895382","0.644890493067011","0.616832164433025","0.566479260101715"
"D3","HET","0.589738706482822","0.735478869851113","0.904872769602939","0.752520679547582","0.820122720013449","0.796572423049128","0.824639943920469","0.781877373846989"
"D4","HOM","0.6674009484473","0.678242805026348","0.612748419467015","0.352261189916746","0.207640023396059","0.297464594722569","0.36754835039818","0.396557033159485"
"D5","WT","0.825892528524107","0.809383851432228","0.70919981480767","0.271959207979753","0.303793437446097","0.253990778770824","0.225369736502196","0.466246422625839"
"D6","HET","1","0.276275642597651","0.239854740061162","1","0.286824277320548","0.234202853926314","0.374810492483711","0.338590818821907"
"D7","HOM","0.740232490835424","0.747917421224194","0.72006884347805","0.658057961715325","0.777153080564692","0.808561426663848","0.874398260147106","0.398700333811203"
"D8","HOM","0.926127845168325","0.882786208648168","0.822590938098277","0.80640714600794","0.462383305875892","0.787358421629521","0.826811916407292","0.823845925486121"
"E2","WT","0.7677156039276","0.851464538831343","0.840921497980129","0.838639349302625","0.706839200204701","0.625531914893617","0.53823707112648","0.341662843092272"
"E4","HOM","0.690887633819439","0.791220371279268","0.710202384815055","0.648456489552901","0.72372392974753","0.629358489233612","0.554877872357662","0.67534338397855"
"E5","WT","0.892539069064023","0.936560873708129","0.855551767246278","0.511745839636914","0.552976223161825","0.420903563651011","0.538450686563421","0.365281386423286"
"E6","HET","0.57566885140217","0.570056059600207","0.736676572560674","0.629035075461151","0.895157355452549","0.76064436635787","0.758877634183258","0.80625641579772"
"E7","HOM","0.729901960784314","0.878223527579378","0.853482640554444","0.753594968336708","0.723183660362854","0.326292170483778","0.345833000186562","0.599579984068361"
"F1","HOM","0.897002439874521","0.920329833303672","0.856675860659924","0.576690172228485","0.636503577238617","0.449741190298592","0.528395581273014","0.528908586570795"
"F2","WT","0.85382932166302","0.88062815725895","0.804526748971193","0.835075687881576","0.774693028095734","0.684328358208955","0.71024599889261","0.509495794385231"
"F4","HOM","0.783883218609067","0.770941097947606","0.750643348563626","0.760208700624196","0.670829646770571","0.429430639617993","0.355655920676945","0.360371533602199"
"F5","WT","0.902406906137976","0.735527809307605","0.91812742731185","0.827442827442827","0.873786158351744","0.803337739590218","0.699336128581412","0.660296684118674"
"F6","HET","0.666431469394955","0.71059349074665","0.683395468884428","0.659286766635048","0.885973282442748","0","0","0"
"F7","HOM","0.935252661568451","0.892956086059534","0.859733767366157","0.817642318118543","0.626193029205992","0.622522522522522","0.575633478372153","0.80277116695575"
"F8","WT","0.843260494349823","0.631967763599731","0.75769350326391","0.738666085440279","0.782080827384633","0.708923699727185","0.589679785213804","0.654658815379286"
