"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31"
"A1","WT","5126","5258","8126","33517","39556","44920","48188","43774"
"A2","WT","12893","9444","25114","21369","79625","72490","43032","48257"
"A4","HOM","17056","27355","44558","37665","77795","61050","51559","52425"
"A5","WT","10544","3888","3487","9060","23160","15955","24917","38934"
"A6","HET","5815","5836","11290","21799","17999","2277","0","0"
"A7","HOM","8664","24018","21909","48591","65735","56789","56445","58988"
"A8","HOM","7211","5756","9871","14870","36534","35891","22484","62239"
"B2","WT","18723","34139","43202","60341","66219","75634","71451","52648"
"B3","HET","9863","22053","41447","29483","36084","38152","32881","36762"
"B4","HOM","22710","64146","96957","71924","202303","95772","65752","67441"
"B5","WT","18550","31473","39388","65078","75593","42503","74010","41203"
"B6","HET","14813","21561","49355","34541","48998","47489","39515","37104"
"B7","HOM","30522","31203","41791","46175","155279","170669","185242","22982"
"C1","HOM","21096","51897","57536","94910","130860","179627","106122","87745"
"C2","WT","31446","87288","73742","105649","146249","113517","96571","102392"
"C3","HET","10148","17708","38300","22003","31537","25281","16871","10074"
"C4","HOM","76164","108263","84807","209945","205268","216585","121108","137281"
"C5","WT","46169","72250","83801","69263","147640","60610","70549","66927"
"C6","HET","9018","19761","32616","25895","22716","11483","4463","0"
"C7","HOM","58037","61340","68793","74635","101206","62992","66997","53787"
"C8","WT","5322","4595","9638","11860","26427","13165","21535","26039"
"D1","WT","26320","20383","29019","22267","83148","67986","75387","70592"
"D2","WT","22134","44577","35244","52285","43445","46617","45078","64149"
"D3","HET","26254","30945","54033","55720","54950","63042","59060","47316"
"D4","HOM","59362","78762","129730","69733","46296","57452","59889","63121"
"D5","WT","49182","81502","90379","102507","101850","83606","43009","34115"
"D6","HET","135762","175343","130800","135090","93437","103927","148411","121858"
"D7","HOM","38907","45691","73235","72803","185025","165919","182234","70675"
"D8","HOM","28841","30994","28110","35036","49936","34213","29172","24227"
"E2","WT","14904","19619","17871","32600","34806","23193","44623","33683"
"E4","HOM","29039","54750","77861","80357","154983","137773","163608","166874"
"E5","WT","11171","26116","27670","55924","43791","39472","46672","49766"
"E6","HET","25450","43880","37464","57248","32730","40038","34356","16270"
"E7","HOM","20437","43184","57035","72905","150305","48929","48326","48144"
"F1","HOM","5677","16598","18305","26427","42196","44241","26774","39920"
"F2","WT","4334","8505","4396","11429","22512","54845","65710","40799"
"F4","HOM","7941","20192","17442","36903","48602","99017","78353","69020"
"F5","WT","12698","3939","9367","15316","36667","27534","23237","26708"
"F6","HET","7179","15670","15853","49549","8384","0","0","0"
"F7","HOM","31881","32532","50227","61282","74346","81574","75776","80845"
"F8","WT","27007","5468","6257","8631","17418","21302","12439","5317"
