"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31"
"A1","WT","0.00235333333333333","0.00220898876404494","0.00412359550561798","0.0115887640449438","0.0159730337078652","0.0174888888888889","0.0186966292134831","0.0265640449438202"
"A2","WT","0.00546","0.00366741573033708","0.0108269662921348","0.00786516853932584","0.039761797752809","0.0277511111111111","0.0157910112359551","0.0210067415730337"
"A4","HOM","0.00647111111111111","0.00997977528089888","0.0184943820224719","0.0147977528089888","0.0342179775280899","0.0232644444444444","0.0191033707865169","0.0321955056179775"
"A5","WT","0.00689333333333333","0.00205393258426966","0.00193707865168539","0.00469438202247191","0.0116224719101124","0.01024","0.0125775280898876","0.0281842696629213"
"A6","HET","0.296084444444444","0.275008988764045","0.223191011235955","0.180191011235955","0.147415730337079","0.157531111111111","0","0"
"A7","HOM","0.00445111111111111","0.0105460674157303","0.0106089887640449","0.0218988764044944","0.0338247191011236","0.0289244444444444","0.0303191011235955","0.0277752808988764"
"A8","HOM","0.00389555555555556","0.00297977528089888","0.00586067415730337","0.00693258426966292","0.018114606741573","0.0177133333333333","0.0420157303370787","0.0350606741573034"
"B2","WT","0.00851777777777778","0.0140292134831461","0.0171123595505618","0.0235910112359551","0.0570247191011236","0.0486044444444444","0.0353955056179775","0.0274089887640449"
"B3","HET","0.175626666666667","0.142260674157303","0.150694382022472","0.0818449438202247","0.0855168539325843","0.164404444444444","0.159761797752809","0.194498876404494"
"B4","HOM","0.00858222222222222","0.0407213483146067","0.0655730337078652","0.031923595505618","0.097123595505618","0.0733088888888889","0.083447191011236","0.0266876404494382"
"B5","WT","0.0114155555555556","0.0128988764044944","0.0177797752808989","0.0308292134831461","0.0597101123595506","0.0579666666666667","0.0945415730337079","0.0600292134831461"
"B6","HET","0.117293333333333","0.129611235955056","0.125775280898876","0.0748561797752809","0.130575280898876","0.125455555555556","0.129049438202247","0.121166292134831"
"B7","HOM","0.0178711111111111","0.0136786516853933","0.0188337078651685","0.0246516853932584","0.187047191011236","0.0653133333333333","0.430242696629213","0.0260044943820225"
"C1","HOM","0.00789777777777778","0.0177775280898876","0.018676404494382","0.0367775280898876","0.0794516853932584","0.0814688888888889","0.0642988764044944","0.0920202247191011"
"C2","WT","0.0128711111111111","0.0370426966292135","0.0276786516853933","0.0438943820224719","0.0908022471910112","0.07038","0.0394","0.0492831460674157"
"C3","HET","0.258888888888889","0.189083146067416","0.128283146067416","0.0399932584269663","0.0472224719101124","0.0888377777777778","0.107858426966292","0.137739325842697"
"C4","HOM","0.0373777777777778","0.0547842696629214","0.0675730337078652","0.16787191011236","0.202480898876404","0.132122222222222","0.0600876404494382","0.102788764044944"
"C5","WT","0.0204422222222222","0.0314741573033708","0.0352516853932584","0.0358988764044944","0.0282494382022472","0.0352555555555556","0.0409730337078652","0.0414696629213483"
"C6","HET","0.316402222222222","0.250779775280899","0.171507865168539","0.126541573033708","0.153930337078652","0.0952555555555556","0.245595505617978","0"
"C7","HOM","0.0364311111111111","0.0241505617977528","0.0281842696629213","0.0301393258426966","0.0432202247191011","0.0701577777777778","0.0734269662921348","0.0821640449438202"
"C8","WT","0.00284888888888889","0.00224943820224719","0.00456629213483146","0.00521797752808989","0.0137797752808989","0.00569111111111111","0.0094314606741573","0.0142134831460674"
"D1","WT","0.0133822222222222","0.00793707865168539","0.0112314606741573","0.00839101123595506","0.0375168539325843","0.0386733333333333","0.0402831460674157","0.0452202247191011"
"D2","WT","0.0123222222222222","0.0204966292134831","0.0161191011235955","0.0226157303370787","0.0274966292134831","0.0203244444444444","0.0178876404494382","0.0282741573033708"
"D3","HET","0.243111111111111","0.278689887640449","0.163541573033708","0.14476404494382","0.120373033707865","0.135982222222222","0.195986516853933","0.192211235955056"
"D4","HOM","0.0225733333333333","0.0326179775280899","0.0644134831460674","0.0283101123595506","0.013952808988764","0.0251311111111111","0.0287932584269663","0.0345977528089888"
"D5","WT","0.0277088888888889","0.0450494382022472","0.051952808988764","0.0299910112359551","0.0379483146067416","0.03598","0.0251685393258427","0.0381505617977528"
"D6","HET","0.999977777777778","0.100485393258427","0.028047191011236","0.999979775280899","0.0248","0.0213755555555556","0.0754224719101124","0.0671573033707865"
"D7","HOM","0.0183266666666667","0.0196426966292135","0.0338651685393258","0.0373640449438202","0.226885393258427","0.208115555555556","0.33165393258427","0.0394741573033708"
"D8","HOM","0.0125955555555556","0.0120022471910112","0.013761797752809","0.0170629213483146","0.0197011235955056","0.0204711111111111","0.0212808988764045","0.0169775280898876"
"E2","WT","0.0120088888888889","0.0118","0.00966741573033708","0.023038202247191","0.0477752808988764","0.0443955555555556","0.0498988764044944","0.0328629213483146"
"E4","HOM","0.0125022222222222","0.0270449438202247","0.0451011235955056","0.0485887640449438","0.208002247191011","0.125575555555556","0.10423595505618","0.167494382022472"
