"well","treatment","DIV17","DIV19","DIV21","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","16.9132653061224","24.2512755102041","39.8094660194175","72.7938432835821","59.8035714285714","70.728947368421","40.2423986486486","80.8388888888889","77.9517045454545","66.188829787234","76.6071428571429"
"A2","HOM","79.8380952380952","122.242276422764","100.001851851852","134.837777777778","118.035416666667","140.809523809524","139.439215686275","149.001851851852","131.273758865248","64.3544444444445","108.371264367816"
"A3","WT","25.5111111111111","26.1498161764706","27.0769230769231","62.6484375","82.9519379844961","102.551829268293","66.3846153846154","91.5815217391304","90.3560126582279","70.6726694915254","106.478861788618"
"A4","HOM","26.5347782258065","41.1875","47.5908613445378","104.630887681159","79.9507575757576","59.954347826087","73.365625","93.2467320261438","74.0256849315068","48.2759146341463","58.5839673913043"
"A5","WT_G","12.1212121212121","20.7125110913931","24.2304347826087","51.0040431266846","44.4444444444444","15.2264462809917","14.7178318135765","17.142266824085","18.7568922305764","16.6704161979753","51.6017316017316"
"A6","HOM_G","25.7249299719888","104.367407407407","85.4771062271062","73.2469696969697","124.987577639752","46.8358490566038","34.0565947242206","41.6128246753247","55.6558024691358","31.6191919191919","43.5079365079365"
"A7","WT_B","19.1346830985915","51.1227836879433","32.5709459459459","14.353152173913","47.9233374384236","12.5333230958231","11.203851744186","13.3277475845411","8.56937172774869","10.8299319727891","13.251213592233"
"A8","HOM_B","20.2141990291262","129.587797619048","55.9263888888889","19.8903463648834","89.4981617647059","45.4861292428198","15.5887323943662","18.0230158730159","10.7339572192513","13.6851436265709","16.5280882352941"
"B1","WT","20.0708333333333","30.8507653061224","12.5633528265107","36.7989743589744","37.4004214963119","43.6215053763441","33.1291666666667","19.1132113821138","35.6540731995277","12.0919896640827","32.9982456140351"
"B2","HOM","20.9379166666667","29.0648885350318","29.6233723958333","34.372893258427","31.1497395833333","72.4245689655172","24.871875","31.8541666666667","29.3822115384615","24.6767418032787","46.533064516129"
"B3","WT","8.12251655629139","10.0611439842209","11.0326420890937","25.7216427640156","21.2983333333333","29.9953580901857","17.1444444444444","48.1483516483516","41.3761622992392","31.9133771929825","34.4742667404538"
"B4","HOM","20.4235248447205","22.4217814371257","24.3677536231884","39.3796106557377","28.0395992366412","29.9867857142857","25.7298850574713","61.5717105263158","54.4235","24.6932142857143","31.6129261363636"
"B5","WT_G","16.4611494252874","17.6533755274262","16.9206349206349","72.5861111111111","0","74.6326530612245","57.7555555555556","48.4952380952381","16.7505840071878","21.2412280701754","17.4025"
"B6","HOM_G","15.6771653543307","20.8105769230769","26.3238636363636","48.5375","61.6125","47.2459239130435","56.7111111111111","48.2761904761905","45.5845588235294","37.5855263157895","37.3846153846154"
"B7","WT_B","15.6894117647059","19.3153645833333","37.6388888888889","13.6089186176143","11.7263513513514","12.266395526182","9.82626488095238","10.7638752052545","6.9535864978903","7.45629991126886","6.8714751582582"
"B8","HOM_B","24.2867907801418","43.9855072463768","46.9881720430108","31.3403996101365","89.6905906593407","38.307078313253","22.0567447045708","13.7843364197531","14.9574092741935","40.5249335106383","19.4715653153153"
"C1","WT","20.2995234853642","23.3577449947313","23.7312913331013","69.5029585798817","81.028083028083","108.595866819747","81.2790091264668","66.3200723327306","52.0535714285714","50.2839673913044","45.9013157894737"
"C2","HOM","17.2178143712575","15.1444256756757","14.8316947565543","13.7842735042735","18.2243243243243","17.3502304147465","20.2453074433657","15.0708595387841","13.240380952381","16.0486111111111","22.0785714285714"
"C3","WT","20.8650306748466","43.8484848484849","28.7809523809524","54.1177993527508","87.3829457364341","61.1333333333333","49.5188405797101","78.9048433048433","73.825988700565","32.0222222222222","49.3012987012987"
"C4","HOM","15.6672661870504","15.2100225225225","18.0185483870968","19.7708333333333","20.6455536912752","20.4818037974684","18.4097222222222","22.1549707602339","22.0380306603774","21.4793046357616","18.0885826771654"
"C5","WT_G","9.80253623188406","9.04070284697509","10.1308210784314","49.5352564102564","27.5925925925926","37.2119565217391","30.8602941176471","15.1389508928571","16.5325854700855","6.99047619047619","10.8731060606061"
"C6","HOM_G","19.5940119760479","24.3297258297258","19.5904017857143","64.0023041474654","79.2967032967033","92.5857142857143","68.8485714285714","51.6842105263158","56.2666666666667","26.5238095238095","34.2605698529412"
"C7","WT_B","19.2873737373737","46.5826429980276","37.8626865671642","27.99186228482","15.9774814814815","14.1448012232416","11.6537935748462","10.1524579124579","6.21581087951195","7.83837330552659","6.82759077657037"
"C8","HOM_B","18.3484184914842","22.2992700729927","46.1275510204082","20.2657976412166","32.1046464646465","13.8601180891036","18.7450777202073","16.3875216637782","11.373137973138","14.9468622656887","16.3186700767263"
"D1","WT","16.7694483734088","17.6133866133866","27.9495504495505","45.5074626865672","48.9783315276273","56.661317100166","54.4460127028934","47.0392545598731","22.6983805668016","22.3505917159763","13.4156515935258"
"D2","HOM","16.2899816176471","19.1032051282051","17.7626992031872","29.0055501930502","29.8908492822966","19.381875","17.6084134615385","27.2877673796791","32.0965447154472","19.673128342246","20.6149289099526"
"D3","WT","22.6805037313433","29.7710526315789","27.3497191011236","54.0823863636364","76.0953608247423","75.8534946236559","38.8264802631579","60.6597222222222","44.2397388059701","50.2789948453608","26.8064345991561"
"D4","HOM","31.8291139240506","23.038125","29.5760690789474","37.8852848101266","33.3282374100719","34.1588983050847","29.6095132743363","32.84375","40.7830882352941","31.4722222222222","31.3202319587629"
"D5","WT_G","11.7526315789474","13.3064242424242","14.9580838323353","67.9807692307692","56.4835164835165","37.3641025641026","47.3846153846154","18.6488656195462","21.3259280089989","13.9246711837385","12.6665569453588"
"D6","HOM_G","14.1853298611111","13.2932926829268","19.9103682170543","53.7157738095238","60.8","77.328125","63.5494791666667","22.8736007462687","26.0718954248366","18.88","20.6782834101382"
"D7","WT_B","15.1484162895928","18.6151564185545","41.2876984126984","42.9273927392739","12.0979268957992","12.2934609250399","9.42053364269142","9.93296703296703","7.97075757575758","11.7877535687453","8.98317307692308"
"D8","HOM_B","15.2493087557604","22.2582716049383","21.1916666666667","20.5080185553347","36.2775252525253","30.8237247924081","9.323961352657","12.6205128205128","15.3220092915215","11.9209106603366","9.87266009852217"
"E1","WT","9.73233270794246","15.5205357142857","26.8017656500803","25.6877551020408","45.4642857142857","39.9592592592593","28.110989010989","24.3637123745819","17.1092190252496","13.6923076923077","24.2809917355372"
"E2","HOM","29.125","24.5640182186235","28.5472592592593","51.9717514124294","34.702","27.1344827586207","35.8581560283688","30.78820861678","25.4813852813853","25.3169191919192","35.5103550295858"
"E3","WT","13.75","15.1857876712329","15.6468195266272","18.8129340277778","20.2442748091603","21.9709051724138","21.1390796703297","42.4305555555556","34.7179404145078","18.9252873563218","20.9231828193833"
"E4","HOM","21.9374485596708","23.0554410080183","28.0061810154525","29.3353909465021","31.201179941003","28.690625","26.9363440860215","26.6643790849673","57.7390313390313","27.0595387840671","49.9349896480331"
"E5","WT_G","19.7671979865772","31.5807845744681","23.2625","87.19140625","80.7333333333333","67.21875","38.3958333333333","31.0925632911392","42.5662878787879","30.3370398773006","37.4547697368421"
"E6","HOM_G","21.7571308724832","28.0313940092166","28.457347972973","74.3079545454545","50.6416666666667","64.578125","48.5803571428571","46.7395833333333","29.2026209677419","21.6849385245902","24.7531028368794"
"E7","WT_B","15.854609929078","23.5447811447811","32.0519480519481","8.64261321455085","9.86612903225807","8.55739514348786","5.97334754797441","5.67334703665639","4.76741440377804","5.94024045261669","15.8593238822246"
"E8","HOM_B","17.6037621359223","44.828381147541","16.8322222222222","18.7706712062257","26.4943333333333","18.7011003236246","14.5223644119439","16.9279446177847","12.6350198412698","27.7939799331104","25.1681972789116"
"F1","WT","10.139880952381","14.5149700598802","11.5783045977012","31.0878164556962","26.6092948717949","44.6527777777778","28.6697368421053","27.8887117346939","22.8329831932773","39.5190972222222","21.6490740740741"
"F2","HOM","42.5416666666667","50.1638176638177","14.5821428571429","27.0796387520525","26.579020979021","34.6889991728701","35.080817916261","67.2117794486216","67.0319526627219","29.1401785714286","64.8175824175824"
"F3","WT","13.0190476190476","13.5599874371859","14.1628521126761","32.5352393617021","17.9823588709677","27.0965236686391","16.4868630573248","24.4522058823529","50.2949695121951","24.1638719512195","33.3932926829268"
"F4","HOM","13.8217543859649","77.3127705627706","16.6723684210526","54.7804331590739","60.5762439807384","21.9837037037037","23.6594567404427","76.5769230769231","88.8981900452489","53.1100178890877","82.9357565511412"
"F5","WT_G","24.2432065217391","27.0727796052632","53.224537037037","63.4083333333333","57.1442307692308","36.9350961538462","17.7875905797101","18.9024122807018","17.5423553719008","22.7297932330827","58.797149122807"
