"well","treatment","DIV17","DIV19","DIV21","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","8827","30474","36341","52581","69817","70290","30069","38931","40908","34247","56109"
"A2","HOM","31724","54643","34712","40141","62748","60529","51341","60426","70145","44877","69113"
"A3","WT","8603","35665","33443","42509","34220","44513","41390","69957","79727","40165","102520"
"A4","HOM","41441","45138","63784","173023","85398","73908","62626","175670","59734","39584","170936"
"A5","WT_G","15764","24928","19725","35331","5502","24456","27118","26000","23094","25761","30528"
"A6","HOM_G","34093","89285","59667","88711","77195","62830","65497","40688","88868","55677","62386"
"A7","WT_B","36119","77849","22679","85166","84925","61598","45385","59887","43393","41201","38023"
"A8","HOM_B","26321","60579","29242","166129","179307","196292","127203","111514","79022","83395","73914"
"B1","WT","16035","32415","19561","23526","24692","27988","20798","71611","47257","18390","61905"
"B2","HOM","40236","45821","55807","31424","17170","45463","39494","38342","42758","37499","79873"
"B3","WT","12336","15676","18307","22732","16081","25354","11143","31874","35566","15672","42183"
"B4","HOM","39211","40043","54182","48550","43541","59821","54016","63421","72360","54830","61800"
"B5","WT_G","26000","57422","36292","51770","0","7259","25303","23398","77467","18438","56096"
"B6","HOM_G","27644","40890","24780","7168","4779","34774","2490","4724","20791","8971","784"
"B7","WT_B","32807","47395","11304","40747","60745","71051","31229","31584","23949","17742","22371"
"B8","HOM_B","45173","67347","27892","181259","203368","193654","135856","106213","77409","82463","100801"
"C1","WT","24321","30287","47294","50690","39721","58307","37364","42361","122270","44989","114409"
"C2","HOM","33759","39307","44424","25706","29258","34119","23532","26003","22272","11476","45468"
"C3","WT","40659","77735","78355","43815","50778","61996","49388","90275","90219","49213","73271"
"C4","HOM","25437","32710","31418","23074","27717","37198","21602","44742","47684","41167","53719"
"C5","WT_G","8631","31158","22861","30440","4658","13729","7308","21838","52455","859","35956"
"C6","HOM_G","39334","63518","35728","26235","14178","12595","20452","11720","10156","4093","58717"
"C7","WT_B","29541","62482","22944","65935","58791","63995","37859","42335","33432","14857","33995"
"C8","HOM_B","31526","31466","12338","117939","118928","96437","75204","93770","61513","66240","64983"
"D1","WT","16653","35988","40796","27192","28321","68921","52725","87120","55295","41449","45457"
"D2","HOM","28381","39005","45568","79653","63999","44526","58688","57663","44766","46401","50998"
"D3","WT","35215","52272","50703","16725","68846","60949","24683","70646","60756","44469","68031"
"D4","HOM","64727","56891","57655","38540","60118","52990","41938","69037","64404","38338","77570"
"D5","WT_G","18632","34335","21450","3396","9609","29667","5982","35907","61445","25644","29119"
"D6","HOM_G","28349","31903","28992","35483","8278","9632","20471","37588","47770","3384","57314"
"D7","WT_B","25549","41682","13344","34598","61177","67533","29626","36653","35475","25525","32063"
"D8","HOM_B","29346","29593","12307","116952","98755","84117","62164","98395","75510","76476","56513"
"E1","WT","13045","20031","20014","17599","15782","15991","16775","18614","48266","15888","13346"
"E2","HOM","54966","62219","68302","58920","40936","50072","44223","53081","47371","33976","74090"
"E3","WT","24229","34694","29521","31266","28342","30588","42419","28575","80571","20201","52639"
"E4","HOM","40320","61514","45534","49836","40464","63630","47624","59402","67156","51195","81837"
"E5","WT_G","33451","47803","39667","42037","1210","10355","8266","29748","35377","64667","35557"
"E6","HOM_G","41030","59607","48073","60810","23673","12346","10454","16896","25799","37842","48487"
"E7","WT_B","33198","37925","12088","41892","37151","38992","13441","24153","11859","13273","17999"
"E8","HOM_B","24164","59658","11247","108905","114432","102838","95457","141990","105424","95564","116413"
"F1","WT","17328","27644","24148","25882","50591","22815","62157","63980","61009","29321","62002"
"F2","HOM","7762","29898","18014","23758","26039","26787","22907","34106","37994","24146","40083"
"F3","WT","17518","30207","20624","33507","27237","48924","32016","34387","44834","20248","80985"
"F4","HOM","15197","49651","22651","43676","39946","27349","24355","40311","66954","32303","86473"
"F5","WT_G","12265","44453","45770","58718","11560","26955","33580","26589","24789","32528","34334"
"F6","HOM_G","23927","38390","44911","90891","4804","12373","24438","12291","51607","26372","41061"
"F7","WT_B","17790","20512","6400","80121","73112","55024","41271","61320","49193","45990","46873"
"F8","HOM_B","27706","25543","12401","109246","124335","160615","134411","149080","145171","126269","128964"
