"well","treatment","DIV17","DIV19","DIV21","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","10762","37567","45019","70448","91335","94383","33286","48432","47422","39618","67909"
"A2","HOM","36258","62345","41996","48956","86086","74937","62822","72628","81541","48678","74530"
"A3","WT","9786","39839","40340","48701","43057","54966","46455","83590","98688","43341","121707"
"A4","HOM","46163","50988","71833","196037","97695","85004","74607","204067","74562","48282","193862"
"A5","WT_G","18855","32428","24573","37718","5679","24759","27615","26413","24029","26438","37498"
"A6","HOM_G","39466","107606","73036","94728","81346","66130","67314","45279","97734","58331","67378"
"A7","WT_B","39538","86862","26935","101777","80787","66948","52954","62493","49428","42567","46007"
"A8","HOM_B","30268","70647","35215","192465","195109","227788","149847","139912","98791","100024","83643"
"B1","WT","19249","37773","24727","27320","26620","32906","23772","79295","52781","20807","67522"
"B2","HOM","44956","53268","62837","35437","20055","49053","42977","40932","46590","39351","90130"
"B3","WT","14299","18381","20886","24792","16248","27010","12302","27154","33360","15863","49843"
"B4","HOM","44601","45700","59836","53665","45639","64118","56431","70960","85389","56290","67322"
"B5","WT_G","29796","62963","41574","52666","0","7368","26860","25347","72826","19450","40276"
"B6","HOM_G","29608","47128","28402","7776","4930","35397","2553","4987","22075","9574","885"
"B7","WT_B","35488","54329","12707","48177","75432","78603","40642","38647","27742","28779","27397"
"B8","HOM_B","50459","79112","32753","214470","228461","204284","157667","140217","93408","95872","115529"
"C1","WT","26949","34780","53588","58957","51164","70235","42671","47112","130224","53336","129731"
"C2","HOM","38974","44540","50463","31081","32820","41024","26225","29186","26530","18691","57119"
"C3","WT","44797","91652","84981","48815","57717","69868","54203","91286","96446","52447","80514"
"C4","HOM","29839","40868","33855","24040","30936","39149","29136","46085","53839","43055","60008"
"C5","WT_G","9950","35985","28541","31207","4343","13879","7622","23507","53195","1130","37404"
"C6","HOM_G","43789","75673","39300","27270","14553","12879","21594","12366","10736","4450","62655"
"C7","WT_B","32788","75575","27131","73018","59992","75752","56843","64267","38829","21703","39647"
"C8","HOM_B","35202","37810","14347","129087","125647","110381","88525","115272","73418","75450","73202"
"D1","WT","19823","42340","45417","30729","32693","74825","56948","83112","65061","43812","49725"
"D2","HOM","31730","46988","55073","94520","74698","48588","63068","64979","50174","50405","57693"
"D3","WT","39689","61757","55008","33899","72711","63882","25759","72232","63495","46784","69637"
"D4","HOM","71236","61720","61619","40704","62297","54978","43954","71505","70786","39600","82448"
"D5","WT_G","22029","40182","23704","3569","10241","31054","6234","37816","63655","27152","29386"
"D6","HOM_G","30231","36719","32511","36829","8429","10043","21971","38666","48255","3563","50808"
"D7","WT_B","28571","48464","16186","39676","65637","70535","40244","43468","43705","27965","36377"
"D8","HOM_B","31661","36699","14424","127606","101838","87777","77729","114386","89986","93473","68858"
"E1","WT","14556","24465","23691","19267","20046","18029","19597","23120","51957","18240","15305"
"E2","HOM","60218","73007","74293","65741","42767","55031","47051","56586","50459","35610","80849"
"E3","WT","28126","41105","34246","32495","29986","31962","42880","30496","76629","21346","49910"
"E4","HOM","45269","74206","48357","54646","42285","67035","50045","64514","77047","54104","92455"
"E5","WT_G","37482","58019","44511","44440","1226","10638","8647","32280","37621","68771","37805"
"E6","HOM_G","45900","70538","51741","64435","25061","12547","10569","17358","26791","38633","50507"
"E7","WT_B","37240","44323","14475","49730","39329","42476","15913","28618","13919","17010","21449"
"E8","HOM_B","26477","68952","12961","130622","114774","113942","100598","146352","109428","102762","122762"
"F1","WT","19019","29128","25916","28849","57172","28211","70557","69557","70548","34169","72518"
"F2","HOM","8304","31752","20282","26788","28932","30998","26238","39829","43758","26479","44663"
"F3","WT","19835","35586","25258","37062","28319","55676","33657","39465","49272","22518","93941"
"F4","HOM","17464","58140","29499","62758","60970","38654","29650","60722","70082","40574","92464"
"F5","WT_G","14541","51106","52691","61343","11919","27867","34645","27583","25796","36400","40195"
"F6","HOM_G","26742","46197","48434","95463","4949","12682","24824","13046","55735","27906","44562"
"F7","WT_B","20150","23841","6461","90040","85185","61116","45387","65336","52450","46454","47187"
"F8","HOM_B","30181","30850","15633","116343","135005","174145","155959","159123","147716","144030","140648"
