"well","treatment","DIV17","DIV19","DIV21","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","49","292","245","458","529","663","162","323","277","231","432"
"A2","HOM","214","436","276","308","441","365","273","357","348","172","309"
"A3","WT","75","315","398","450","308","427","302","657","741","207","935"
"A4","HOM","125","186","291","861","317","301","257","917","326","125","912"
"A5","WT_G","141","336","262","217","37","122","141","122","140","127","272"
"A6","HOM_G","132","470","335","144","152","117","139","135","357","132","181"
"A7","WT_B","146","476","159","925","393","427","406","662","535","511","606"
"A8","HOM_B","113","352","141","1342","806","1336","1146","1240","990","826","668"
"B1","WT","172","406","210","280","290","403","266","1177","769","167","1005"
"B2","HOM","152","196","267","168","60","201","158","137","196","127","429"
"B3","WT","153","205","189","207","115","210","105","271","377","123","532"
"B4","HOM","162","171","257","246","134","200","183","310","461","177","314"
"B5","WT_G","150","374","215","189","0","32","210","228","986","152","320"
"B6","HOM_G","146","221","181","27","23","181","10","26","130","47","8"
"B7","WT_B","179","266","83","618","657","608","419","482","449","486","598"
"B8","HOM_B","141","253","117","1220","1105","1179","971","1040","1066","628","907"
"C1","WT","115","146","249","358","301","444","261","281","1225","343","1242"
"C2","HOM","196","226","268","207","151","266","122","160","206","98","606"
"C3","WT","166","346","271","141","194","192","169","379","439","186","334"
"C4","HOM","144","221","156","97","150","159","127","172","253","153","253"
"C5","WT_G","71","286","204","124","43","91","59","159","528","12","373"
"C6","HOM_G","167","380","205","56","51","34","91","55","74","19","266"
"C7","WT_B","137","361","160","629","449","570","521","645","585","413","712"
"C8","HOM_B","137","137","64","971","898","1049","846","1012","966","844","808"
"D1","WT","103","252","380","295","325","827","692","926","925","420","718"
"D2","HOM","142","195","257","1106","573","201","305","363","315","197","294"
"D3","WT","133","246","178","113","323","254","88","332","336","206","346"
"D4","HOM","213","202","152","81","139","118","114","196","243","93","282"
"D5","WT_G","163","279","181","10","22","157","59","256","782","237","309"
"D6","HOM_G","156","214","261","165","37","32","148","142","276","15","273"
"D7","WT_B","179","305","148","461","658","707","529","503","628","305","492"
"D8","HOM_B","156","136","88","1109","749","814","823","1139","1361","1095","828"
"E1","WT","138","249","340","252","294","243","245","290","1090","154","247"
"E2","HOM","198","271","227","252","101","187","94","218","196","102","391"
"E3","WT","145","249","171","159","143","116","197","142","573","89","303"
"E4","HOM","166","295","153","186","113","205","155","213","350","166","459"
"E5","WT_G","170","279","166","96","4","24","40","134","208","410","283"
"E6","HOM_G","166","300","148","115","145","59","53","81","106","123","178"
"E7","WT_B","188","337","131","602","449","558","287","486","305","392","469"
"E8","HOM_B","109","309","62","1052","756","896","727","939","1031","748","992"
"F1","WT","125","427","387","419","858","403","894","816","1010","382","1021"
"F2","HOM","81","377","166","269","246","270","209","321","331","125","313"
"F3","WT","105","271","143","300","125","406","175","306","449","123","1256"
"F4","HOM","109","526","153","480","387","186","144","490","367","229","622"
"F5","WT_G","84","411","463","321","64","123","137","128","121","233","338"
"F6","HOM_G","98","205","184","260","18","37","84","78","351","136","237"
"F7","WT_B","133","151","58","860","682","456","508","880","678","577","573"
"F8","HOM_B","131","121","75","818","640","1011","984","1278","1288","1076","1182"
