"well","treatment","DIV17","DIV19","DIV21","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","0.307004730105732","0.196191285537701","0.242817243959803","0.151032331449056","0.132691576706705","0.16169623467923","0.181278335101765","0.168830661948376","0.155463334549435","0.179401349425865","0.148650438726633"
"A2","HOM","0.275776937453818","0.239300181742539","0.219786621078292","0.217761141400168","0.251077366304544","0.206915530031108","0.20637523866948","0.233259988419224","0.195670669623555","0.218650880654827","0.213816573081504"
"A3","WT","0.229505135387488","0.215222796176499","0.173632455557402","0.176064446653413","0.174721094687396","0.175248031496063","0.183896708608801","0.193885526140748","0.194805797724696","0.208151948590381","0.206124213362286"
"A4","HOM","0.472639142335766","0.264298763350197","0.2525978963376","0.294264809926801","0.275520080528598","0.293583958306851","0.292448072325164","0.320546975359103","0.261056919096567","0.334233990813294","0.283209182726718"
"A5","WT_G","0.223368379289823","0.157712261166646","0.159021283456949","0.11144371195155","0.0691901408450704","0.147962610037208","0.206679470763978","0.198603663473731","0.181032860905556","0.200640216832562","0.159865940511102"
"A6","HOM_G","0.399449326303456","0.304249301438015","0.247800951882585","0.201302517671353","0.18355288187179","0.296879060646868","0.360299254613967","0.308391947610963","0.314967216019848","0.385401308275361","0.332672105796406"
"A7","WT_B","0.39884054770318","0.316747770327453","0.237029682274248","0.197611931986932","0.186095382511745","0.162586046708054","0.158759864554766","0.11562625498131","0.136428517531063","0.0985141933509316","0.125194262985987"
"A8","HOM_B","0.384719948550047","0.290574635456639","0.193994798853625","0.225317097782214","0.207873856912318","0.174776334159615","0.160915425251994","0.187562232568153","0.164519487008661","0.152047476662777","0.153089375662778"
"B1","WT","0.178972040850494","0.138180779592811","0.184242252990487","0.114934779422541","0.117332877154968","0.110080629301868","0.110059797851511","0.115054385372986","0.113017711855894","0.123501561398207","0.119488114884623"
"B2","HOM","0.403975903614458","0.340322341057635","0.229183093501544","0.211046636578551","0.22750158999364","0.241989226707546","0.195344650205761","0.219810585213722","0.229250664836579","0.273061575206804","0.230846820809249"
"B3","WT","0.166977990741493","0.128336116841864","0.119945226301858","0.124394635029906","0.112131481326528","0.122892734234889","0.124009526353276","0.099948887279204","0.0987527488393789","0.115116791538123","0.108690498889467"
"B4","HOM","0.349748465819894","0.29281473031473","0.21681125552212","0.198143855295808","0.237192756907522","0.236978671483806","0.237145265524024","0.207932250957352","0.176253945983865","0.235702249123048","0.201707660974463"
"B5","WT_G","0.283873785347745","0.229092359864353","0.230096687272151","0.128383488945926","0","0.113135500763692","0.150117172436297","0.129643173758865","0.109602433503113","0.11156289707751","0.115731055682779"
"B6","HOM_G","0.331113453430433","0.271441848114711","0.183849715099715","0.125560538116592","0.0992977061170213","0.103390656962086","0.106410256410256","0.144464831804281","0.162877600902482","0.176594488188976","0.168457241082939"
"B7","WT_B","0.287818572619204","0.252551088375563","0.183715260848367","0.152259776170992","0.183108059226391","0.167411229707123","0.169591945346526","0.175073723420767","0.166701470096893","0.128893990468441","0.126226520490439"
"B8","HOM_B","0.450073728678463","0.357468152866242","0.343899882867887","0.228433196217208","0.179152336922817","0.166458651373245","0.167540403386423","0.198787581601485","0.138222458716645","0.170349942158321","0.148800455844493"
"C1","WT","0.42317262018687","0.409305908427483","0.328043282236249","0.224687724399606","0.194441996847495","0.208738020484658","0.197292273898534","0.206172370828953","0.168471671075838","0.159925634171312","0.155809437169067"
"C2","HOM","0.253689731874474","0.239676829268293","0.1928125","0.176928900819052","0.156105108710151","0.174875067271469","0.163997491114363","0.169671462595021","0.157806355616962","0.235767847971238","0.159966225130614"
"C3","WT","0.409085421068518","0.354420279943464","0.321912039604774","0.30560786775476","0.290699871189352","0.298416365824308","0.280525971997387","0.227158350318311","0.200306390914843","0.224378789951215","0.215120153843895"
"C4","HOM","0.30132913191812","0.202333234362629","0.20152144909688","0.211083870023419","0.198523091909237","0.22001277562222","0.296015128261346","0.243015121230555","0.203791712253829","0.233712190026342","0.213455241909848"
"C5","WT_G","0.256021594684385","0.221720938176022","0.212304977711738","0.136233440744719","0.0687172678321162","0.107634533366784","0.156421232876712","0.170588051493563","0.171888926755099","0.190888888888889","0.176531814611155"
"C6","HOM_G","0.369281321879547","0.310902487494004","0.232825472128455","0.214776913630782","0.136982860234585","0.166261847559205","0.229983807124865","0.205232374881799","0.179962433993692","0.244445771619685","0.235199160417868"
"C7","WT_B","0.36188901139287","0.297448348091022","0.216810772501772","0.141786551405286","0.137065920615492","0.13637865081141","0.178838323240149","0.179229906225524","0.14783631523556","0.153000906244851","0.143596350426628"
"C8","HOM_B","0.380541975979238","0.331552605236816","0.217978163315784","0.215886875343218","0.174464370851212","0.171814675254104","0.158849249097015","0.17727238354507","0.143412018418138","0.143651800526984","0.134959501557632"
"D1","WT","0.31089911134344","0.249914931146311","0.205578371841064","0.177232020648391","0.1643187857549","0.16896501847262","0.150951661112447","0.159552841806068","0.143417005140655","0.138830645971637","0.147651900502167"
"D2","HOM","0.326068474264706","0.279277408637874","0.242403608817772","0.159822546470192","0.153207350237475","0.212514318442153","0.183905740787165","0.170013090857628","0.168101117519827","0.191650971451229","0.175923115134121"
"D3","WT","0.377389831961591","0.283446121811556","0.266185426291474","0.21718522750883","0.249210876867833","0.260947561309768","0.206822295213836","0.256290631530067","0.230625569389614","0.244528638043287","0.231171505464035"
"D4","HOM","0.42013059507737","0.289787082314588","0.386386178425906","0.366071428571429","0.356014307371613","0.35489444920703","0.346985041037861","0.335209174953387","0.29441559391457","0.323102076591154","0.276041963218129"
"D5","WT_G","0.232435129740519","0.179952830188679","0.166591590425449","0.098503306648103","0.140523544896168","0.19499161983634","0.150180759188592","0.19476039378407","0.151123496020542","0.179051954671452","0.146494476083151"
"D6","HOM_G","0.273470057107578","0.240204493434526","0.173032849503438","0.112750394021048","0.105257804056202","0.137883646358223","0.181712469819628","0.232783392786365","0.205197594501718","0.199293286219081","0.20973856783184"
"D7","WT_B","0.291805151047913","0.254487508242362","0.144116122343183","0.13012441515849","0.13897767570134","0.155166946979514","0.126541944302067","0.129019881163583","0.124097472924188","0.126766159270939","0.135705488235867"
"D8","HOM_B","0.367164627280234","0.357403381642512","0.2724113506574","0.160954563283169","0.149547216669695","0.135791946146209","0.137939910353703","0.157851252927776","0.129865439385809","0.141491735399576","0.129441810394191"
"E1","WT","0.22754229897087","0.172862838502563","0.119719573617907","0.111176388836246","0.105593469824702","0.117057566174748","0.10869142649803","0.132357751326137","0.0946121306449526","0.108423868537424","0.104484389189866"
"E2","HOM","0.384055338177753","0.298326620636747","0.334199388379205","0.265530994389238","0.251017905322541","0.261118064246975","0.235648629206298","0.233087428094674","0.221153127917834","0.223408732246186","0.213629128990589"
"E3","WT","0.292281895386991","0.24562471681015","0.245354055851064","0.207775119617225","0.202050302269876","0.233310959238467","0.224353685368537","0.194483012087553","0.18984684260132","0.214758037081136","0.199462683400024"
"E4","HOM","0.399762046400952","0.322831876984439","0.291352337076495","0.264986441218695","0.300033366700033","0.264447353656256","0.281715468796214","0.262382119746461","0.231720235322533","0.265644458281445","0.215091661738616"
"E5","WT_G","0.302559696092619","0.263510980772623","0.275679695318581","0.169438443183284","0.0872072072072072","0.136020912147961","0.181335556335556","0.206376956376956","0.215629266627657","0.209870573268252","0.171885876711269"
