"well","treatment","DIV17","DIV19","DIV21","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","0.0300292134831461","0.191511363636364","0.165943820224719","0.198009090909091","0.251687640449438","0.278954347826087","0.0983325842696629","0.131739325842697","0.115141573033708","0.112629545454545","0.181680898876404"
"A2","HOM","0.0960966292134831","0.185577272727273","0.136085393258427","0.128888636363636","0.209741573033708","0.1557","0.107838202247191","0.120496629213483","0.142197752808989","0.0819340909090909","0.141851685393258"
"A3","WT","0.0446651685393258","0.211370454545455","0.214076404494382","0.205875","0.142492134831461","0.175217391304348","0.178301123595506","0.242137078651685","0.254062921348315","0.144606818181818","0.28052808988764"
"A4","HOM","0.0771797752808989","0.12155","0.158137078651685","0.336745454545455","0.168447191011236","0.147284782608696","0.121894382022472","0.318251685393258","0.131433707865169","0.07665","0.325328089887641"
"A5","WT_G","0.0721820224719101","0.216086363636364","0.168777528089888","0.100177272727273","0.0218044943820225","0.0704478260869565","0.0819325842696629","0.0713842696629214","0.0836943820224719","0.0773159090909091","0.160813483146067"
"A6","HOM_G","0.0786876404494382","0.245856818181818","0.178732584269663","0.100404545454545","0.0939011235955056","0.0710282608695652","0.0818426966292135","0.0616202247191011","0.145298876404494","0.0790636363636364","0.106501123595506"
"A7","WT_B","0.0770157303370786","0.286393181818182","0.0988404494382022","0.480059090909091","0.471476404494382","0.211158695652174","0.162622471910112","0.374143820224719","0.167788764044944","0.0651704545454545","0.393202247191011"
"A8","HOM_B","0.0641820224719101","0.176877272727273","0.0640808988764045","0.516013636363636","0.38972808988764","0.57355652173913","0.443831460674157","0.55821797752809","0.486033707865169","0.427809090909091","0.417973033707865"
"B1","WT","0.101044943820225","0.220672727272727","0.121757303370787","0.148706818181818","0.154397752808989","0.17715652173913","0.143539325842697","0.463885393258427","0.30167191011236","0.0796431818181818","0.322914606741573"
"B2","HOM","0.0893370786516854","0.130495454545455","0.185622471910112","0.111981818181818","0.0357505617977528","0.123886956521739","0.0789685393258427","0.0919168539325843","0.126934831460674","0.0804522727272727","0.252370786516854"
"B3","WT","0.0844629213483146","0.115779545454545","0.113523595505618","0.145740909090909","0.0922561797752809","0.15685","0.0787685393258427","0.163105617977528","0.193042696629213","0.111109090909091","0.224937078651685"
"B4","HOM","0.0913505617977528","0.110954545454545","0.168761797752809","0.164106818181818","0.0884741573033708","0.128528260869565","0.111044943820225","0.178465168539326","0.238429213483146","0.111290909090909","0.192294382022472"
"B5","WT_G","0.0897707865168539","0.258702272727273","0.130694382022472","0.110895454545455","0","0.0177304347826087","0.0739865168539326","0.0694943820224719","0.369815730337079","0.0829795454545455","0.0935820224719101"
"B6","HOM_G","0.0647011235955056","0.149722727272727","0.12327191011236","0.0148045454545455","0.0110831460674157","0.0921434782608696","0.00660674157303371","0.010638202247191","0.0531887640449438","0.0263909090909091","0.00240449438202247"
"B7","WT_B","0.0960629213483146","0.177284090909091","0.0497078651685393","0.3268","0.317903370786517","0.279463043478261","0.219215730337079","0.405334831460674","0.191080898876405","0.179740909090909","0.290721348314607"
"B8","HOM_B","0.0815685393258427","0.157604545454545","0.0600337078651685","0.490531818181818","0.436175280898876","0.517626086956522","0.505737078651685","0.490083146067416","0.531943820224719","0.368338636363636","0.44018202247191"
"C1","WT","0.0657483146067416","0.0858909090909091","0.145391011235955","0.198454545454545","0.149501123595506","0.198202173913043","0.145806741573034","0.178775280898876","0.43974606741573","0.195352272727273","0.459094382022472"
"C2","HOM","0.107997752808989","0.127109090909091","0.155883146067416","0.127245454545455","0.100784269662921","0.178730434782609","0.0686314606741573","0.10016404494382","0.136937078651685","0.0627181818181818","0.342611235955056"
