"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","79","77","54","49","75","54","73","50","97","84","53","88"
"A2","HOM","56","76","106","120","203","290","293","145","397","127","301","152"
"A3","WT_H","34","31","18","26","27","25","22","14","9","25","8","18"
"A4","HOM_H","31","13","19","30","25","24","26","18","5","22","7","8"
"A5","WT","98","59","106","67","67","102","130","143","154","126","101","215"
"A6","HOM","77","131","110","228","222","130","200","270","237","255","202","127"
"A7","WT_H","28","20","26","20","17","9","13","9","5","9","10","11"
"A8","HOM_H","43","34","19","17","28","10","5","11","9","33","4","3"
"B1","WT","145","138","102","77","98","80","125","167","179","109","87","245"
"B2","HOM","108","88","159","105","135","140","284","207","199","342","236","302"
"B3","WT_H","34","33","33","15","18","16","24","9","3","29","4","4"
"B4","HOM_H","23","17","15","12","4","6","2","34","5","14","51","597"
"B5","WT","103","45","24","62","64","90","59","95","42","72","47","64"
"B6","HOM","78","47","41","85","35","93","49","62","65","42","44","62"
"B7","WT_H","24","23","25","24","26","26","20","10","17","24","23","542"
"B8","HOM_H","30","27","26","19","11","6","7","26","8","17","1","4"
"C1","WT","47","77","167","96","220","111","144","260","226","254","279","200"
"C2","HOM","138","57","175","150","204","178","266","212","220","149","174","193"
"C3","WT_H","28","19","18","20","14","21","21","22","103","26","6","37"
"C4","HOM_H","25","24","14","17","24","19","17","17","356","19","44","62"
"C5","WT","23","84","84","68","40","57","49","46","40","27","16","47"
"C6","HOM","77","49","75","43","50","105","127","253","125","129","206","173"
"C7","WT_H","25","29","24","28","7","36","16","6","10","17","7","119"
"C8","HOM_H","20","23","16","15","14","7","4","10","3","41","6","1"
"D1","WT","49","54","105","68","115","115","135","177","259","192","211","253"
"D2","HOM","98","91","131","125","172","148","193","190","248","160","88","176"
"D3","WT_H","36","29","38","20","16","8","27","13","6","10","1","4"
"D4","HOM_H","22","10","8","18","20","7","9","5","458","16","11","15"
"D5","WT","50","33","31","32","24","39","27","45","39","34","54","44"
"D6","HOM","138","161","193","125","140","240","157","379","227","191","191","192"
"D7","WT_H","19","24","15","8","14","22","20","6","17","13","9","2"
"D8","HOM_H","25","21","24","21","9","6","15","16","10","15","2","19"
"E1","WT","137","19","36","22","50","46","84","57","113","53","70","88"
"E2","HOM","109","72","54","73","175","194","256","205","182","111","231","263"
"E3","WT_H","20","20","7","9","11","7","99","35","49","227","117","61"
"E4","HOM_H","20","23","13","17","10","38","10","9","31","104","13","15"
"E5","WT","25","62","30","10","44","52","45","50","56","53","27","23"
"E6","HOM","108","79","69","63","92","134","59","59","47","66","63","203"
"E7","WT_H","14","13","6","10","10","11","23","31","34","41","41","46"
"E8","HOM_H","16","11","17","12","7","1","13","20","6","482","0","0"
"F1","WT","15","40","125","102","86","110","170","247","165","327","276","131"
"F2","HOM","109","95","134","117","156","102","108","194","191","124","143","219"
"F3","WT_H","38","23","28","39","33","25","31","8","12","20","5","3"
"F4","HOM_H","29","10","12","17","18","10","8","5","4","12","3","4"
"F5","WT","47","95","72","62","80","1","1","1","1","385","305","0"
"F6","HOM","74","30","85","59","95","54","35","35","41","25","54","44"
"F7","WT_H","19","17","26","17","22","23","36","42","26","27","36","0"
"F8","HOM_H","8","1","1","1","1","1","25","1","0","0","0","0"
