"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","24313","31449","25032","28530","26199","28931","21213","16650","36156","26298","17739","23570"
"A2","HOM","29447","27996","44079","34998","81990","80640","66536","41029","124071","67744","117981","126963"
"A3","WT_H","10298","6787","3718","4806","4419","4243","2655","5083","2546","3542","1708","4128"
"A4","HOM_H","8787","2562","3764","5123","3942","4081","3184","5330","1866","3246","2162","3410"
"A5","WT","20705","14354","21950","22004","21801","32468","31604","31900","31870","28328","46172","45401"
"A6","HOM","31842","34500","40979","52819","54119","134056","57820","77749","94853","78181","97634","131830"
"A7","WT_H","9085","4367","7735","5278","2760","1879","1880","2228","1891","1751","2401","4672"
"A8","HOM_H","13146","10194","4766","3318","4506","2148","805","2091","1680","6596","1276","1409"
"B1","WT","38491","49282","35245","41471","33436","27491","54856","54149","41285","31927","29272","48308"
"B2","HOM","30578","29805","40492","31302","43467","41032","62395","69695","65888","71765","54790","56976"
"B3","WT_H","12999","10414","9511","4970","4702","3660","4280","3113","873","12340","1292","1445"
"B4","HOM_H","5197","3774","3428","2478","849","1304","423","8781","1491","4610","15381","5007"
"B5","WT","8010","10513","5656","18475","25967","23385","14193","16828","10225","9868","9923","11480"
"B6","HOM","10905","11570","10099","19825","9355","21387","22625","15172","13368","8601","8856","17936"
"B7","WT_H","6728","5320","5712","5286","4270","7782","3152","2548","4034","8254","7150","24363"
"B8","HOM_H","10971","8196","7851","5006","3371","3320","1282","6019","2241","6963","375","1447"
"C1","WT","30078","49164","50577","72286","74515","37633","49083","58419","73442","58416","128037","115665"
"C2","HOM","59340","41193","60275","107718","78482","93440","87772","48060","52688","36918","59945","47634"
"C3","WT_H","11589","5395","5849","5530","3443","6535","4942","8102","40580","10770","2664","18342"
"C4","HOM_H","5872","4885","2860","3795","3793","3930","3702","6336","38478","6900","14043","13969"
"C5","WT","3025","8695","11013","11881","8001","12026","10306","10482","7893","5386","3204","8854"
"C6","HOM","22417","17269","25589","44958","39640","51817","40464","43488","31167","25311","39703","54287"
"C7","WT_H","8246","7103","5726","6109","3764","8175","2773","1926","3246","6750","2427","38104"
"C8","HOM_H","4870","5469","3233","3423","2939","1761","862","2452","902","15767","2134","874"
"D1","WT","23589","37341","41967","30222","40980","46804","89648","47065","71695","54256","67911","73743"
"D2","HOM","33717","40846","54472","64001","61240","34415","55549","45466","75349","45314","68337","64789"
"D3","WT_H","12966","8984","10168","5542","4036","2729","5927","5213","1960","4255","415","1656"
"D4","HOM_H","7664","3586","2333","5010","4182","2355","2236","1505","65851","6250","4073","5954"
"D5","WT","5835","6289","5967","6806","5535","9381","7484","9147","7970","6844","10642","9633"
"D6","HOM","23317","29337","46636","54358","55023","65904","72584","63724","65557","56480","56462","50034"
"D7","WT_H","5723","5809","3627","1916","3163","6154","4588","2018","4580","5058","3151","683"
"D8","HOM_H","6612","4699","6035","3963","1190","940","1981","2647","1603","2217","477","4983"
"E1","WT","31933","12064","14671","15472","28330","29177","34774","25876","37248","20184","21708","23646"
"E2","HOM","35612","36957","95865","105891","114938","81282","119202","103842","102096","52887","109155","100215"
"E3","WT_H","7351","4751","1968","2512","3611","2186","28316","12917","24053","56142","43027","28906"
"E4","HOM_H","6169","5378","3765","4541","2970","9196","3084","2982","15658","35388","4925","6457"
"E5","WT","3582","8490","6769","2809","12704","12760","8991","12709","11865","9602","6298","6911"
"E6","HOM","30535","32909","42081","98677","40024","56038","72839","21502","44874","22414","21145","31290"
"E7","WT_H","5466","3386","1794","2124","2659","4315","7628","13388","18927","18167","16798","23865"
"E8","HOM_H","3152","1602","2804","2187","1022","1100","2974","5447","1574","3068","0","0"
"F1","WT","12231","25850","33875","33584","21904","29765","41175","50099","35414","50086","66326","49251"
"F2","HOM","41199","52753","56358","42300","64864","72770","79905","48267","96572","43998","56418","161197"
"F3","WT_H","10249","7312","6923","8858","6674","8640","6774","3155","4960","4318","1648","1164"
"F4","HOM_H","9622","3475","3175","3457","3813","4021","2399","2314","2347","5007","1330","2081"
"F5","WT","4808","12611","11011","10368","15859","11698","13109","15303","9995","7512","3452","0"
"F6","HOM","8547","6918","18535","16019","20565","12339","9256","8624","9906","5522","12787","9830"
"F7","WT_H","8667","3865","4596","4300","3772","8689","7225","12429","10153","6735","13611","0"
"F8","HOM_H","2339","4435","5953","4161","3551","12933","9141","11954","0","0","0","0"
