"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","27207","36793","31710","42983","53316","50730","41475","26751","43308","32460","22986","27060"
"A2","HOM","44448","44326","85451","69033","128272","115908","96302","75857","163560","88869","161597","153073"
"A3","WT_H","10557","7252","4016","5284","4855","4723","3165","5116","2609","3891","1745","4309"
"A4","HOM_H","9486","2908","4409","6037","4647","4864","3941","5497","1898","3894","2198","3456"
"A5","WT","21398","15352","24422","26598","28490","48704","42528","42386","52447","33989","33463","57101"
"A6","HOM","44699","48511","70799","84117","100967","151012","83490","99420","100528","83887","155223","147395"
"A7","WT_H","9546","4910","8069","5485","2988","2123","2062","2363","1905","1927","2531","4748"
"A8","HOM_H","13561","10526","4961","3791","4793","2453","893","2328","1880","6883","1307","1304"
"B1","WT","41371","56687","47266","67209","65337","53859","60136","62217","77183","50673","45593","61728"
"B2","HOM","36491","41072","59780","47574","56337","63396","85801","80696","72068","101556","106327","117876"
"B3","WT_H","13387","11190","10358","5374","5416","4646","5333","3240","1006","12219","1339","1468"
"B4","HOM_H","5744","4043","3593","2863","928","1699","452","9233","1543","4580","15625","4596"
"B5","WT","11810","10595","6801","17421","16973","23853","15931","17866","10779","12372","11360","14988"
"B6","HOM","13548","13836","13694","24328","13206","28086","15641","18628","20027","14432","16000","26266"
"B7","WT_H","7117","5600","6092","5707","4521","7775","3425","2574","4189","7857","6961","29355"
"B8","HOM_H","11541","8662","8248","5481","3046","2284","1507","7074","2447","7475","32622","1473"
"C1","WT","33678","58931","59721","88677","88147","56064","61428","73773","98941","85044","120304","108328"
"C2","HOM","76699","45573","67747","104623","84783","98856","91509","67360","84910","58067","56464","69702"
"C3","WT_H","11661","5947","5624","5930","3625","7145","5289","8214","41136","10986","2688","18511"
"C4","HOM_H","6518","5470","3321","4052","4695","5048","4413","6722","50840","6671","13421","14596"
"C5","WT","3971","10085","13135","12047","8938","14061","12106","12001","9415","6363","4302","10706"
"C6","HOM","24598","21326","35051","32265","26156","44620","37057","47224","36349","29123","46734","49498"
"C7","WT_H","8335","7586","6177","6675","1864","9388","3363","1958","3288","6767","2406","38400"
"C8","HOM_H","5302","6207","3833","3926","3366","2046","1034","2865","927","16574","2164","29764"
"D1","WT","26365","44360","58628","64041","98631","78952","92471","58183","111300","61806","83394","94257"
"D2","HOM","48962","53744","60883","79808","76881","59768","77645","54328","78565","61568","37010","107803"
"D3","WT_H","14027","9551","10890","6134","4499","2991","7236","5347","2167","4346","425","1677"
"D4","HOM_H","8456","3397","2630","5672","4928","2417","2493","1614","75689","6265","4101","5931"
"D5","WT","6628","6986","7062","8181","6325","10071","8605","10709","9724","8542","12571","11630"
"D6","HOM","32184","35634","51279","38036","41577","58918","52153","65552","56804","42729","55967","75040"
"D7","WT_H","6361","6677","4126","2195","3688","6770","5095","2064","5036","4920","3159","694"
"D8","HOM_H","6998","4985","6207","4156","1286","1041","2070","2874","1721","2344","482","5018"
"E1","WT","33530","14951","17772","20416","37489","40949","48323","25006","46206","22629","25015","25876"
"E2","HOM","43198","52850","80250","79332","113718","87370","127767","88185","91136","65234","95662","104991"
"E3","WT_H","7468","5915","2187","2747","3390","2411","28782","13378","22718","62417","42054","25994"
"E4","HOM_H","6345","5532","4249","4884","3129","11851","3146","3089","16001","36665","5111","6362"
"E5","WT","3734","10633","7845","3659","10769","13974","11801","12640","12254","10185","7142","6271"
"E6","HOM","38742","38274","53084","65050","54264","68269","42051","30971","25856","29406","27878","39345"
"E7","WT_H","5594","3690","1947","2349","2977","4615","7681","13348","15749","17272","15828","22420"
"E8","HOM_H","3375","2033","3305","2387","1409","30131","2813","5836","1728","2801","0","0"
"F1","WT","15139","34642","42194","44915","36781","55405","65545","69444","58977","60093","87089","80866"
"F2","HOM","55735","67475","70405","85848","129520","77029","80227","88261","150602","78950","118391","174931"
"F3","WT_H","10977","7469","7235","9119","7073","9326","7793","3225","5089","4969","1698","1114"
"F4","HOM_H","10824","3836","3666","4031","4257","4289","2436","2378","2242","5348","1276","2100"
"F5","WT","6367","16289","13819","13243","20681","112431","62784","95601","82498","7833","3022","0"
"F6","HOM","11411","9628","18331","18867","24047","19160","13942","13828","14080","7716","16639","13492"
"F7","WT_H","8291","4455","5113","4589","4048","8740","7813","13361","10325","7176","13686","0"
"F8","HOM_H","2316","67927","91379","69273","100005","90417","8300","68816","0","0","0","0"
