"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","0.972268877532788","0.903827257541515","0.851366589700908","0.824487368845069","0.920098022296621","0.938801191776005","0.934016439590136","0.775706083628139","0.757026989232275","0.653079290988472","0.62760409556314","0.76875"
"A2","HOM","0.940997141949825","0.864004054343801","0.829122275911587","0.864468543378081","0.933226627864678","0.940628449003441","0.823762884393311","0.904243652401955","0.935976377412045","0.909508653068744","0.980546470634637","0.991951527719276"
"A3","WT_H","0.642974602594555","0.720445062586926","0.375748502994012","0.7418222658992","0.79265306122449","0.609340730228358","0.520473606314751","0.634031478497955","0.384638065752617","0.569609134826526","0.29656696125085","0.493472285845167"
"A4","HOM_H","0.595256024096386","0.507415808759379","0.385908096280088","0.744481440374892","0.684086559693802","0.542312409410191","0.514490861618799","0.486288039631989","0.198930929671942","0.420427553444181","0.253488640295237","0.355555555555556"
"A5","WT","0.751281511129836","0.817595995100389","0.807979884867333","0.5555369898492","0.459627329192547","0.735854472932751","0.708186238593219","0.690112180269949","0.713855995644481","0.646719689474085","0.435081651757853","0.658293079397286"
"A6","HOM","0.916883756230641","0.918768939393939","0.880091988314998","0.815513931708452","0.863297849600274","0.960880631203869","0.768006623125747","0.82116426589137","0.828256696299836","0.906474897884204","0.927324539393505","0.960935411736327"
"A7","WT_H","0.331930873813415","0.327180649030452","0.404481427640483","0.571771083081414","0.491204997534111","0.181421979148863","0.370197486535009","0.209059541714589","0.178588169119715","0.153045826383925","0.227792277922779","0.329059532885162"
"A8","HOM_H","0.578368234742184","0.520316361838853","0.32456656853124","0.264402287627284","0.484288168131757","0.15739493102342","0.112059229514368","0.194632555806371","0.179269571850863","0.451610786693787","0.11607460035524","0.133047648199163"
"B1","WT","0.73076855139279","0.869579223488625","0.909941475435084","0.729351376574895","0.877124446234394","0.83397593719515","0.71667262543201","0.841361497268351","0.755843901483621","0.719786931818182","0.659525531607117","0.838570322370298"
"B2","HOM","0.820704855722736","0.81134684524515","0.902543972220125","0.85458693348183","0.90728572808967","0.819143850219012","0.864537256284951","0.940984409435964","0.86026690858739","0.925972190563027","0.866207739307536","0.788157182115419"
"B3","WT_H","0.415926179084074","0.51798361338703","0.561926978788043","0.523577552611068","0.433002878157979","0.248502353444587","0.325440898273021","0.242732993706922","0.0743477939546227","0.604063674115088","0.0996057427657517","0.0935210549786583"
"B4","HOM_H","0.296694214876033","0.2457451981522","0.1544180849235","0.143587943226842","0.0351169302959207","0.0538305557315759","0.0176142784770664","0.404388577435179","0.0746781531313522","0.241561181434599","0.556584618672746","0.752209492635025"
