"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","0.779973555372905","0.69428613540336","0.613569242334747","0.486946847486237","0.389310737583267","0.454651442530118","0.433307060015764","0.438206808559995","0.585792196895539","0.482506086151741","0.432354948805461","0.631988636363636"
"A2","HOM","0.546480364136763","0.468919946201976","0.369204944596456","0.386032358244841","0.507100763914151","0.587491073167565","0.496565587442795","0.4405650256288","0.624676677272415","0.584980196702521","0.640255335157734","0.584635323850565"
"A3","WT_H","0.587855533223704","0.660143055831512","0.34440494011976","0.664747999438439","0.709061224489796","0.54354276867501","0.433810228580826","0.621886231255422","0.36812619784756","0.515005123700776","0.286029911624745","0.463353183692167"
"A4","HOM_H","0.506149598393574","0.431687314604781","0.316236323851203","0.623874707115551","0.561607537170617","0.449548444642658","0.41331592689295","0.44984076433121","0.185515145162981","0.34528179658821","0.236535578364664","0.332818930041152"
"A5","WT","0.673197106944737","0.715183469137775","0.665982928604513","0.4073269560132","0.38243123336291","0.44487588197078","0.475837607406914","0.480681873687295","0.402831087518715","0.490429256412208","0.586020386935719","0.495255991976113"
"A6","HOM","0.599249246169309","0.577007575757576","0.428131021194605","0.463188102301592","0.423051601043136","0.372760244336981","0.43191978658817","0.432139553323642","0.401481383833307","0.490728534071016","0.549854230888714","0.499097055161128"
"A7","WT_H","0.299349768768038","0.275404811088159","0.374655371196551","0.535598874179089","0.448627322045044","0.157579900871646","0.333213644524237","0.189241794213926","0.17268210368426","0.133825748550552","0.209612096120961","0.310970961258576"
"A8","HOM_H","0.525568302981192","0.478596144340089","0.301929996728819","0.222206723392384","0.440032333030211","0.133589990375361","0.098883172292634","0.172393612574199","0.157623724611424","0.428646414277278","0.1101243339254","0.139067442097745"
"B1","WT","0.621924293006907","0.693031032842964","0.622747574310796","0.42826292200675","0.400308766277353","0.388334030132702","0.24633535931355","0.510101693081625","0.354022425696519","0.404375","0.402357876464632","0.565404627025852"
"B2","HOM","0.621910352427861","0.49719489549998","0.488261493168265","0.470477285383247","0.441797919283667","0.472536275890584","0.532681747191294","0.488671478713108","0.491023467901736","0.581308411214953","0.394085539714868","0.357631436423084"
