"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","81","82","66","77","93","101","76","47","103","84","52","93"
"A2","HOM","110","100","153","122","463","404","383","168","811","387","701","738"
"A3","WT_H","34","31","19","28","34","25","22","38","24","27","11","33"
"A4","HOM_H","33","13","20","30","33","24","27","43","14","25","19","26"
"A5","WT","97","60","152","100","83","141","146","188","162","137","304","264"
"A6","HOM","111","161","184","239","223","555","257","317","369","338","679","766"
"A7","WT_H","30","20","26","20","17","9","13","14","13","11","15","26"
"A8","HOM_H","43","34","19","17","28","10","7","14","13","33","8","13"
"B1","WT","154","160","131","131","130","93","228","257","171","104","99","264"
"B2","HOM","112","96","200","141","208","155","343","280","288","364","278","311"
"B3","WT_H","38","33","34","15","18","16","24","12","3","54","4","6"
"B4","HOM_H","25","19","20","14","6","7","2","66","8","39","133","765"
"B5","WT","100","88","32","120","237","152","92","134","62","78","61","66"
"B6","HOM","79","67","48","86","38","105","177","88","66","44","48","75"
"B7","WT_H","31","23","26","25","26","43","22","13","18","59","46","543"
"B8","HOM_H","31","28","29","22","19","20","8","26","10","46","1","7"
"C1","WT","101","149","190","261","276","127","183","295","243","323","654","475"
"C2","HOM","209","93","192","291","356","224","327","247","236","163","347","206"
"C3","WT_H","40","20","25","21","15","21","24","26","253","43","13","101"
"C4","HOM_H","25","25","15","21","25","22","29","37","398","46","103","128"
"C5","WT","24","97","86","90","43","55","49","48","40","27","18","47"
"C6","HOM","103","72","82","213","217","217","247","288","150","145","219","285"
"C7","WT_H","31","29","25","29","36","43","17","8","16","34","12","307"
"C8","HOM_H","20","24","16","17","14","8","6","12","5","129","9","5"
"D1","WT","63","103","124","72","114","114","163","212","273","245","264","333"
"D2","HOM","134","175","210","200","253","157","226","210","357","166","394","262"
"D3","WT_H","42","32","38","20","16","8","27","17","6","20","2","7"
"D4","HOM_H","23","14","9","19","21","9","10","6","562","35","23","40"
"D5","WT","57","45","36","35","36","55","36","50","42","35","58","51"
"D6","HOM","158","200","255","360","378","372","434","512","457","462","365","308"
"D7","WT_H","22","26","15","8","16","31","23","12","21","30","16","3"
"D8","HOM_H","25","21","24","21","9","7","15","21","12","17","4","58"
"E1","WT","139","52","38","61","76","82","131","125","130","73","87","111"
"E2","HOM","122","89","201","256","251","241","368","357","330","138","420","345"
"E3","WT_H","35","21","9","10","18","12","252","58","149","347","295","178"
"E4","HOM_H","24","25","13","23","15","40","23","13","109","222","23","34"
"E5","WT","40","62","40","15","111","71","42","74","75","62","32","51"
"E6","HOM","128","92","111","374","113","241","389","59","315","65","70","205"
"E7","WT_H","28","17","8","10","10","23","45","69","111","124","108","117"
"E8","HOM_H","26","11","22","14","8","9","35","38","9","916","0","0"
"F1","WT","52","99","154","96","86","116","176","248","189","350","468","274"
"F2","HOM","140","164","238","136","309","235","191","200","698","170","235","1139"
"F3","WT_H","38","24","28","39","32","33","32","17","27","20","9","7"
"F4","HOM_H","29","13","12","18","18","17","16","9","9","29","7","12"
"F5","WT","46","95","72","66","82","73","77","110","94","683","1242","0"
"F6","HOM","73","36","135","59","97","53","37","35","41","28","54","44"
"F7","WT_H","41","17","28","19","22","50","62","72","54","41","92","0"
"F8","HOM_H","23","31","36","23","32","201","96","117","0","0","0","0"
