"file= Kcnt1Y777H_20170817_500659_DIV29"
" "
"recording time (s): [238.50022928 ,1139]"
" "
"Network Spike analysis at well level"
"well","n","peak.m","peak.sd","durn.m","durn.sd","percent.of.spikes.in.ns","mean.spikes.in.ns","mean.insis","peak.min","peak.max","treatment","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153","t154","t155","t156","t157","t158","t159","t160","t161","t162","t163","t164","t165","t166","t167","t168","t169","t170","t171","t172","t173","t174","t175","t176","t177","t178","t179","t180","t181","t182","t183","t184","t185","t186","t187","t188","t189","t190","t191","t192","t193","t194","t195","t196","t197","t198","t199","t200","t201"
"A1","187","11.716577540107","5.17644510477206","0.0624281505778832","0.0349320733841883","10.0480201227181","28.1978609625668","4.75790322580645","4","16","WT","0.0427807486631016","0.0588235294117647","0.0213903743315508","0.0053475935828877","0","0.0160427807486631","0","0.0160427807486631","0.0053475935828877","0.0106951871657754","0","0","0.0053475935828877","0.0160427807486631","0","0.0053475935828877","0.0053475935828877","0.0106951871657754","0.0160427807486631","0.0053475935828877","0.0106951871657754","0.0053475935828877","0.0160427807486631","0.0160427807486631","0.0106951871657754","0.0053475935828877","0.0053475935828877","0.0053475935828877","0.0053475935828877","0.0160427807486631","0.0106951871657754","0.0106951871657754","0.0106951871657754","0.0106951871657754","0.0106951871657754","0.0106951871657754","0.0106951871657754","0.0053475935828877","0","0.0053475935828877","0.0053475935828877","0.0213903743315508","0","0","0.0053475935828877","0","0.0267379679144385","0","0.0106951871657754","0.0106951871657754","0","0.0213903743315508","0.0053475935828877","0.0053475935828877","0.0160427807486631","0.0160427807486631","0","0.0160427807486631","0.0320855614973262","0.0267379679144385","0.053475935828877","0.053475935828877","0.0748663101604278","0.0695187165775401","0.0695187165775401","0.122994652406417","0.155080213903743","0.20855614973262","0.272727272727273","0.294117647058824","0.486631016042781","0.566844919786096","0.689839572192513","0.802139037433155","0.737967914438503","0.716577540106952","0.802139037433155","0.786096256684492","0.770053475935829","0.700534759358289","0.79144385026738","0.834224598930481","1.09090909090909","1.24064171122995","1.47058823529412","1.63636363636364","1.82887700534759","1.92513368983957","2.10695187165775","2.39572192513369","2.17112299465241","2.17112299465241","2.02673796791444","2.28877005347594","2.28342245989305","3.08021390374332","3.9572192513369","5.85026737967914","7.81283422459893","9.10695187165775","11.716577540107","10.2780748663102","10.192513368984","10.3582887700535","9.04812834224599","7.00534759358289","5.14973262032086","4.18181818181818","3.9144385026738","3.94652406417112","4.25668449197861","4.42780748663102","5.01069518716578","5.50267379679144","5.7807486631016","5.38502673796791","4.89304812834225","4.63101604278075","4.06951871657754","3.91978609625668","3.48663101604278","2.98930481283422","2.76470588235294","2.54010695187166","2.29411764705882","1.98395721925134","1.92513368983957","1.76470588235294","1.68449197860963","1.42780748663102","1.41176470588235","1.32085561497326","1.02673796791444","0.903743315508021","0.705882352941177","0.775401069518717","0.513368983957219","0.497326203208556","0.561497326203209","0.320855614973262","0.320855614973262","0.310160427807487","0.272727272727273","0.251336898395722","0.176470588235294","0.112299465240642","0.160427807486631","0.128342245989305","0.0641711229946524","0.0802139037433155","0.0588235294117647","0.053475935828877","0.0641711229946524","0.0160427807486631","0.0160427807486631","0.0213903743315508","0.0160427807486631","0.0106951871657754","0.0213903743315508","0.0053475935828877","0","0","0.0053475935828877","0","0","0","0.0053475935828877","0","0","0","0","0","0.0053475935828877","0","0","0","0.0053475935828877","0","0.0106951871657754","0","0","0","0","0","0.0053475935828877","0.0106951871657754","0","0","0.0213903743315508","0.0267379679144385","0.0374331550802139","0.0320855614973262","0.0267379679144385","0.0374331550802139","0.0481283422459893","0.0695187165775401","0.0802139037433155","0.101604278074866","0.13903743315508","0.171122994652406","0.181818181818182"
"A2","224","9.25","5.33370701232019","0.0493373819880516","0.0386990337051754","9.59199799564438","22.21875","3.97699551569507","4","16","WT","0.745535714285714","0.714285714285714","0.678571428571429","0.6875","0.705357142857143","0.642857142857143","0.647321428571429","0.602678571428571","0.651785714285714","0.674107142857143","0.723214285714286","0.785714285714286","0.763392857142857","0.825892857142857","0.785714285714286","0.785714285714286","0.767857142857143","0.723214285714286","0.794642857142857","0.669642857142857","0.65625","0.705357142857143","0.727678571428571","0.870535714285714","0.982142857142857","1.07589285714286","1.125","1.13839285714286","1.11160714285714","1.07142857142857","1.15625","0.946428571428571","0.910714285714286","0.964285714285714","0.964285714285714","1.04017857142857","1.20535714285714","1.38839285714286","1.42857142857143","1.67410714285714","1.81696428571429","1.83035714285714","1.95982142857143","2.19196428571429","2.32589285714286","2.68303571428571","3.07589285714286","3.55803571428571","3.71875","3.85267857142857","3.91071428571429","4.01785714285714","3.97767857142857","4.00892857142857","3.96428571428571","3.97321428571429","4.18303571428571","4.33482142857143","4.46428571428571","4.46428571428571","4.61160714285714","4.63392857142857","4.88839285714286","4.79017857142857","4.67410714285714","4.79017857142857","4.41517857142857","4.28571428571429","4.01785714285714","3.88392857142857","3.94196428571429","3.70089285714286","3.53571428571429","3.67857142857143","3.46428571428571","3.34375","3.10714285714286","3.12946428571429","3.06696428571429","3.03571428571429","2.97321428571429","2.85267857142857","2.67857142857143","2.54910714285714","2.625","2.64285714285714","2.70089285714286","2.50892857142857","2.39285714285714","2.26785714285714","2.25892857142857","2.36607142857143","2.375","2.40178571428571","2.40625","2.76785714285714","3.32589285714286","4.36160714285714","5.90625","6.24553571428571","9.25","7.04017857142857","7.08482142857143","6.07142857142857","5.28571428571429","4.29464285714286","3.45535714285714","3.25892857142857","2.94196428571429","2.50446428571429","2.84821428571429","2.82142857142857","3.02678571428571","3.38839285714286","3.55357142857143","3.53125","3.64285714285714","3.50892857142857","3.37946428571429","3.17410714285714","3.10714285714286","2.87946428571429","2.99553571428571","2.84821428571429","2.61607142857143","2.63839285714286","2.5625","2.26339285714286","2.20982142857143","2.23660714285714","1.99553571428571","1.99553571428571","1.92410714285714","1.76339285714286","1.65625","1.65178571428571","1.63392857142857","1.62946428571429","1.58928571428571","1.55803571428571","1.39732142857143","1.42410714285714","1.46428571428571","1.4375","1.47321428571429","1.5","1.41071428571429","1.38839285714286","1.39732142857143","1.50446428571429","1.375","1.23660714285714","1.27678571428571","1.34375","1.25","1.08928571428571","1.02678571428571","1.21428571428571","1.07142857142857","1.23660714285714","1.15178571428571","1.21875","1.06696428571429","1.10267857142857","1.0625","1.05357142857143","1.10267857142857","1.05357142857143","1.12053571428571","1.07589285714286","1.15625","1.17410714285714","1.09821428571429","0.995535714285714","1.00446428571429","0.964285714285714","0.933035714285714","0.767857142857143","0.709821428571429","0.803571428571429","0.65625","0.647321428571429","0.549107142857143","0.638392857142857","0.584821428571429","0.665178571428571","0.647321428571429","0.683035714285714","0.607142857142857","0.638392857142857","0.691964285714286","0.580357142857143","0.607142857142857","0.53125","0.508928571428571","0.4375","0.522321428571429","0.383928571428571","0.401785714285714","0.34375","0.330357142857143"
"A3","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A4","135","14.2518518518519","3.82591032678951","0.0785859467692801","0.0278130379325336","8.20694613982576","36.3555555555556","6.67417910447761","4","16","HOM","0.0740740740740741","0.103703703703704","0.214814814814815","0.222222222222222","0.2","0.192592592592593","0.237037037037037","0.266666666666667","0.192592592592593","0.140740740740741","0.133333333333333","0.111111111111111","0.0814814814814815","0.125925925925926","0.0518518518518519","0.103703703703704","0.0518518518518519","0.148148148148148","0.111111111111111","0.155555555555556","0.162962962962963","0.177777777777778","0.148148148148148","0.17037037037037","0.103703703703704","0.148148148148148","0.111111111111111","0.214814814814815","0.103703703703704","0.0814814814814815","0.118518518518519","0.0888888888888889","0.0666666666666667","0.103703703703704","0.0666666666666667","0.103703703703704","0.111111111111111","0.0962962962962963","0.0666666666666667","0.0962962962962963","0.0518518518518519","0.0814814814814815","0.118518518518519","0.0666666666666667","0.0740740740740741","0.0962962962962963","0.0592592592592593","0.133333333333333","0.0148148148148148","0.0888888888888889","0.0888888888888889","0.0666666666666667","0.0592592592592593","0.103703703703704","0.0814814814814815","0.0666666666666667","0.0888888888888889","0.0888888888888889","0.22962962962963","0.185185185185185","0.251851851851852","0.214814814814815","0.325925925925926","0.333333333333333","0.444444444444444","0.422222222222222","0.451851851851852","0.481481481481481","0.474074074074074","0.466666666666667","0.555555555555556","0.607407407407407","0.674074074074074","0.733333333333333","0.948148148148148","1.16296296296296","1.36296296296296","1.54814814814815","1.64444444444444","1.65185185185185","1.68888888888889","1.8","1.66666666666667","1.62962962962963","1.58518518518519","1.53333333333333","1.61481481481481","1.37777777777778","1.44444444444444","1.33333333333333","1.32592592592593","1.27407407407407","1.40740740740741","1.55555555555556","1.85185185185185","2.51111111111111","3.46666666666667","5.51851851851852","8.72592592592593","11.4148148148148","14.2518518518519","13.6074074074074","13.4592592592593","13.5037037037037","13.037037037037","10.9481481481481","7.5037037037037","4.42962962962963","2.88148148148148","2.20740740740741","2.14814814814815","2.57037037037037","3.27407407407407","4.34814814814815","5.45185185185185","6.06666666666667","6.85925925925926","7.25185185185185","6.66666666666667","5.87407407407407","5.12592592592593","4.61481481481481","3.48148148148148","2.86666666666667","2.12592592592593","1.68148148148148","1.37777777777778","1.26666666666667","0.77037037037037","0.874074074074074","0.533333333333333","0.659259259259259","0.592592592592593","0.511111111111111","0.525925925925926","0.496296296296296","0.340740740740741","0.333333333333333","0.325925925925926","0.222222222222222","0.266666666666667","0.155555555555556","0.192592592592593","0.192592592592593","0.162962962962963","0.133333333333333","0.17037037037037","0.140740740740741","0.0962962962962963","0.0888888888888889","0.111111111111111","0.0888888888888889","0.111111111111111","0.0814814814814815","0.0740740740740741","0.111111111111111","0.0444444444444444","0.037037037037037","0.111111111111111","0.0518518518518519","0.0666666666666667","0.037037037037037","0.0740740740740741","0.0666666666666667","0.0666666666666667","0.0444444444444444","0.0592592592592593","0.0296296296296296","0.0592592592592593","0.0740740740740741","0.0740740740740741","0.0666666666666667","0.133333333333333","0.125925925925926","0.0666666666666667","0.0814814814814815","0.0888888888888889","0.0666666666666667","0.0666666666666667","0.0296296296296296","0.0666666666666667","0.0888888888888889","0.0518518518518519","0.0666666666666667","0.0592592592592593","0.0296296296296296","0.0518518518518519","0.0888888888888889","0.0222222222222222","0.0740740740740741","0.037037037037037","0.0666666666666667","0.0444444444444444","0.0518518518518519","0.0222222222222222","0.0518518518518519","0.0666666666666667","0.0740740740740741","0.0888888888888889","0.0444444444444444","0.0814814814814815"
"A5","228","9.82894736842105","5.04094641285799","0.0479864766081871","0.0270149566581757","13.8529959733157","20.219298245614","3.95519823788546","4","16","WT","0.0745614035087719","0.0701754385964912","0.043859649122807","0.0307017543859649","0.0350877192982456","0.0175438596491228","0.0175438596491228","0.043859649122807","0.043859649122807","0.0219298245614035","0.0263157894736842","0.0394736842105263","0.0394736842105263","0.0263157894736842","0.0307017543859649","0.043859649122807","0.0526315789473684","0.0526315789473684","0.0394736842105263","0.043859649122807","0.0482456140350877","0.0307017543859649","0.0350877192982456","0.0131578947368421","0.0219298245614035","0.0307017543859649","0.0175438596491228","0.0350877192982456","0.0219298245614035","0.0263157894736842","0.0219298245614035","0.0219298245614035","0.0350877192982456","0.0657894736842105","0.0350877192982456","0.0219298245614035","0.0307017543859649","0.0350877192982456","0.0131578947368421","0.0350877192982456","0.0614035087719298","0.0131578947368421","0.0131578947368421","0.0131578947368421","0.0175438596491228","0.0394736842105263","0.0175438596491228","0.0219298245614035","0.0263157894736842","0.0131578947368421","0.043859649122807","0.0175438596491228","0.0570175438596491","0.0263157894736842","0.0131578947368421","0.0175438596491228","0.0087719298245614","0.0219298245614035","0.0394736842105263","0.0131578947368421","0.0131578947368421","0.0350877192982456","0.0131578947368421","0.0175438596491228","0.0394736842105263","0.043859649122807","0.043859649122807","0.0921052631578947","0.0526315789473684","0.0570175438596491","0.0307017543859649","0.0833333333333333","0.105263157894737","0.135964912280702","0.162280701754386","0.214912280701754","0.315789473684211","0.364035087719298","0.416666666666667","0.504385964912281","0.56140350877193","0.710526315789474","0.793859649122807","0.921052631578947","1.03070175438596","1.17543859649123","1.45614035087719","1.55701754385965","1.62280701754386","1.78508771929825","1.68859649122807","1.64035087719298","1.64035087719298","1.84649122807018","1.96929824561404","2.46929824561404","3.23684210526316","4.64473684210526","5.99122807017544","7.17543859649123","9.82894736842105","7.95175438596491","7.25","5.60526315789474","3.76754385964912","2.50877192982456","1.74122807017544","1.6359649122807","1.51315789473684","1.54824561403509","1.66666666666667","1.89473684210526","1.78508771929825","1.86842105263158","1.75877192982456","1.68421052631579","1.59649122807018","1.33771929824561","1.24561403508772","1.04824561403509","0.824561403508772","0.62280701754386","0.692982456140351","0.513157894736842","0.526315789473684","0.346491228070175","0.403508771929825","0.31140350877193","0.359649122807018","0.254385964912281","0.350877192982456","0.228070175438596","0.206140350877193","0.214912280701754","0.162280701754386","0.153508771929825","0.114035087719298","0.087719298245614","0.100877192982456","0.0789473684210526","0.0745614035087719","0.0570175438596491","0.0175438596491228","0.0263157894736842","0.0394736842105263","0.0175438596491228","0.0263157894736842","0.0175438596491228","0.0219298245614035","0.0087719298245614","0.0263157894736842","0.0087719298245614","0.0087719298245614","0.0043859649122807","0.0131578947368421","0","0.0043859649122807","0.0131578947368421","0","0.0043859649122807","0.0131578947368421","0.0087719298245614","0.0219298245614035","0.0263157894736842","0.0131578947368421","0.0043859649122807","0.0131578947368421","0.0307017543859649","0.0175438596491228","0.0219298245614035","0.0043859649122807","0.0043859649122807","0.0043859649122807","0","0","0","0.0263157894736842","0.0087719298245614","0.0131578947368421","0","0","0.0087719298245614","0","0.0043859649122807","0.0043859649122807","0.0263157894736842","0.0131578947368421","0.0307017543859649","0.0482456140350877","0.0482456140350877","0.0526315789473684","0.0614035087719298","0.0394736842105263","0.0263157894736842","0.0307017543859649","0.0175438596491228","0.0087719298245614","0.0789473684210526","0.109649122807018","0.135964912280702","0.171052631578947"
"A6","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"HET","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A7","489","10.5664621676892","4.18430174648477","0.056876626696412","0.0294981609853671","14.9091325049688","21.3231083844581","1.82178278688525","4","16","HOM","0.171779141104294","0.147239263803681","0.149284253578732","0.104294478527607","0.081799591002045","0.104294478527607","0.0899795501022495","0.098159509202454","0.102249488752556","0.0858895705521472","0.0715746421267894","0.0961145194274029","0.098159509202454","0.081799591002045","0.0777096114519427","0.0408997955010225","0.0449897750511247","0.0388548057259714","0.0306748466257669","0.016359918200409","0.0245398773006135","0.0245398773006135","0.0286298568507157","0.0347648261758691","0.0613496932515337","0.0572597137014315","0.0572597137014315","0.0286298568507157","0.0531697341513292","0.0347648261758691","0.032719836400818","0.0265848670756646","0.0286298568507157","0.032719836400818","0.0368098159509202","0.032719836400818","0.0388548057259714","0.0245398773006135","0.0286298568507157","0.0245398773006135","0.0265848670756646","0.0224948875255624","0.0204498977505112","0.0245398773006135","0.0122699386503067","0.0102249488752556","0.00408997955010225","0.0081799591002045","0.00204498977505112","0.0102249488752556","0.0081799591002045","0.0102249488752556","0.0204498977505112","0.016359918200409","0.0204498977505112","0.0122699386503067","0.0204498977505112","0.0245398773006135","0.032719836400818","0.0204498977505112","0.0286298568507157","0.032719836400818","0.0368098159509202","0.0940695296523517","0.0899795501022495","0.130879345603272","0.16359918200409","0.216768916155419","0.231083844580777","0.298568507157464","0.374233128834356","0.496932515337423","0.576687116564417","0.683026584867076","0.742331288343558","0.809815950920245","0.871165644171779","1.08179959100205","1.24130879345603","1.32924335378323","1.46830265848671","1.67280163599182","1.87525562372188","2.10838445807771","2.21676891615542","2.20449897750511","2.17791411042945","1.93456032719836","1.87116564417178","1.53169734151329","1.38650306748466","1.24335378323108","1.4478527607362","1.75255623721881","2.25357873210634","2.92638036809816","3.88752556237219","4.97546012269939","6.35173824130879","7.84253578732106","10.5664621676892","8.39263803680982","7.74233128834356","6.67484662576687","4.67075664621677","3","1.85071574642127","1.2719836400818","0.98159509202454","0.893660531697341","0.844580777096115","0.879345603271984","0.985685071574642","1.13292433537832","1.20858895705521","1.15950920245399","1.14928425357873","1.10020449897751","0.973415132924335","0.938650306748466","0.777096114519427","0.648261758691207","0.582822085889571","0.460122699386503","0.413087934560327","0.357873210633947","0.353783231083845","0.314928425357873","0.220858895705521","0.210633946830266","0.175869120654397","0.184049079754601","0.151329243353783","0.147239263803681","0.116564417177914","0.132924335378323","0.147239263803681","0.12678936605317","0.104294478527607","0.100204498977505","0.0695296523517382","0.0899795501022495","0.0756646216768916","0.0797546012269939","0.0715746421267894","0.0633946830265849","0.0449897750511247","0.0122699386503067","0.0204498977505112","0.0184049079754601","0.0224948875255624","0.0143149284253579","0.0081799591002045","0.0224948875255624","0.0224948875255624","0.0347648261758691","0.0368098159509202","0.0408997955010225","0.0511247443762781","0.0429447852760736","0.0388548057259714","0.0388548057259714","0.0347648261758691","0.049079754601227","0.0531697341513292","0.0593047034764826","0.0470347648261759","0.0736196319018405","0.0756646216768916","0.0777096114519427","0.0879345603271984","0.081799591002045","0.0858895705521472","0.065439672801636","0.081799591002045","0.0736196319018405","0.065439672801636","0.0736196319018405","0.0715746421267894","0.0756646216768916","0.0858895705521472","0.122699386503067","0.124744376278119","0.132924335378323","0.161554192229039","0.159509202453988","0.173824130879346","0.179959100204499","0.216768916155419","0.247443762781186","0.220858895705521","0.263803680981595","0.243353783231084","0.2719836400818","0.202453987730061","0.229038854805726","0.224948875255624","0.265848670756646","0.32719836400818","0.304703476482618","0.374233128834356"
"A8","452","9.69690265486726","3.17259455947966","0.0488774230931311","0.025463111240088","14.4661399326148","16.2433628318584","1.98279379157428","4","16","HOM","0.0353982300884956","0.0265486725663717","0.0176991150442478","0.0221238938053097","0.0154867256637168","0.0287610619469027","0.0176991150442478","0.0243362831858407","0.0221238938053097","0.0331858407079646","0.0398230088495575","0.0398230088495575","0.0287610619469027","0.0243362831858407","0.0486725663716814","0.0508849557522124","0.0530973451327434","0.0464601769911504","0.0287610619469027","0.0398230088495575","0.0464601769911504","0.0221238938053097","0.0176991150442478","0.0464601769911504","0.0221238938053097","0.0486725663716814","0.0464601769911504","0.0553097345132743","0.0553097345132743","0.0752212389380531","0.084070796460177","0.0398230088495575","0.0420353982300885","0.0398230088495575","0.0309734513274336","0.0442477876106195","0.0530973451327434","0.0685840707964602","0.0707964601769911","0.0663716814159292","0.0907079646017699","0.084070796460177","0.0530973451327434","0.079646017699115","0.0929203539823009","0.0884955752212389","0.103982300884956","0.084070796460177","0.0951327433628319","0.0995575221238938","0.0951327433628319","0.161504424778761","0.205752212389381","0.221238938053097","0.201327433628319","0.219026548672566","0.285398230088496","0.342920353982301","0.369469026548673","0.342920353982301","0.376106194690265","0.462389380530973","0.544247787610619","0.606194690265487","0.694690265486726","0.763274336283186","0.982300884955752","1.11283185840708","1.1858407079646","1.2853982300885","1.38716814159292","1.36061946902655","1.35398230088496","1.29646017699115","1.23230088495575","1.11283185840708","0.924778761061947","0.911504424778761","0.926991150442478","1.05088495575221","1.11061946902655","1.41371681415929","1.57522123893805","1.94911504424779","2.23451327433628","2.3429203539823","2.5","2.41814159292035","2.13274336283186","1.63938053097345","1.28097345132743","1.23893805309735","1.28761061946903","1.36725663716814","1.5287610619469","2.0641592920354","2.55309734513274","3.67035398230089","5.09513274336283","6.39380530973451","9.69690265486726","7.00663716814159","6.09734513274336","4.55973451327434","3.17699115044248","2.35176991150442","1.69026548672566","1.5","1.32079646017699","1.28318584070796","1.26769911504425","1.26548672566372","1.32522123893805","1.51548672566372","1.64159292035398","1.57964601769911","1.40044247787611","1.08628318584071","0.858407079646018","0.672566371681416","0.484513274336283","0.511061946902655","0.373893805309735","0.345132743362832","0.338495575221239","0.418141592920354","0.420353982300885","0.435840707964602","0.548672566371681","0.513274336283186","0.480088495575221","0.473451327433628","0.415929203539823","0.360619469026549","0.314159292035398","0.265486725663717","0.20353982300885","0.185840707964602","0.130530973451327","0.13716814159292","0.123893805309735","0.117256637168142","0.143805309734513","0.134955752212389","0.154867256637168","0.130530973451327","0.157079646017699","0.130530973451327","0.143805309734513","0.117256637168142","0.103982300884956","0.115044247787611","0.123893805309735","0.11283185840708","0.115044247787611","0.101769911504425","0.11283185840708","0.148230088495575","0.115044247787611","0.0973451327433628","0.081858407079646","0.0641592920353982","0.0641592920353982","0.0663716814159292","0.0331858407079646","0.0641592920353982","0.0442477876106195","0.0508849557522124","0.0685840707964602","0.0663716814159292","0.0641592920353982","0.0685840707964602","0.0663716814159292","0.0464601769911504","0.0376106194690266","0.0464601769911504","0.0243362831858407","0.0287610619469027","0.0353982300884956","0.0176991150442478","0.0287610619469027","0.0331858407079646","0.0309734513274336","0.0376106194690266","0.0486725663716814","0.0243362831858407","0.0221238938053097","0.0243362831858407","0.0132743362831858","0.0154867256637168","0.0199115044247788","0.0353982300884956","0.0243362831858407","0.0309734513274336","0.0398230088495575","0.0132743362831858","0.0154867256637168","0.0331858407079646","0.0132743362831858","0.0199115044247788","0.0309734513274336"
"B1","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"B2","1025","7.38439024390244","3.96303109659273","0.0397075132320254","0.0448081517371275","9.1215203848277","11.2848780487805","0.876455078125","4","16","WT","0.84390243902439","0.817560975609756","0.760975609756098","0.779512195121951","0.771707317073171","0.757073170731707","0.772682926829268","0.748292682926829","0.762926829268293","0.71609756097561","0.732682926829268","0.737560975609756","0.67609756097561","0.684878048780488","0.771707317073171","0.656585365853659","0.667317073170732","0.693658536585366","0.684878048780488","0.668292682926829","0.64390243902439","0.629268292682927","0.618536585365854","0.614634146341463","0.641951219512195","0.670243902439024","0.615609756097561","0.654634146341463","0.644878048780488","0.646829268292683","0.685853658536585","0.651707317073171","0.728780487804878","0.661463414634146","0.649756097560976","0.669268292682927","0.631219512195122","0.702439024390244","0.706341463414634","0.648780487804878","0.628292682926829","0.656585365853659","0.717073170731707","0.690731707317073","0.724878048780488","0.750243902439024","0.784390243902439","0.814634146341463","0.83609756097561","0.829268292682927","0.84780487804878","0.853658536585366","0.909268292682927","0.925853658536585","0.958048780487805","0.92","0.993170731707317","1.02634146341463","1.07121951219512","1.10243902439024","1.10439024390244","1.07414634146341","1.11414634146341","1.04487804878049","1.1219512195122","1.09170731707317","1.1609756097561","1.12292682926829","1.15512195121951","1.2380487804878","1.11024390243902","1.23609756097561","1.12878048780488","1.21365853658537","1.15121951219512","1.21463414634146","1.24487804878049","1.28487804878049","1.2419512195122","1.24975609756098","1.29365853658537","1.34048780487805","1.35414634146341","1.45463414634146","1.46439024390244","1.46536585365854","1.56780487804878","1.6009756097561","1.66536585365854","1.78048780487805","1.86048780487805","2.01756097560976","2.17658536585366","2.25365853658537","2.41170731707317","2.51707317073171","2.88780487804878","3.25853658536585","3.67317073170732","3.92390243902439","7.38439024390244","4.21951219512195","4.13268292682927","4.0019512195122","3.67219512195122","3.29560975609756","3.06243902439024","2.68878048780488","2.54731707317073","2.43609756097561","2.32682926829268","2.26731707317073","2.26536585365854","2.2019512195122","2.26341463414634","2.11707317073171","2.17658536585366","2.03317073170732","1.93853658536585","1.85853658536585","1.81463414634146","1.72878048780488","1.65170731707317","1.65170731707317","1.57853658536585","1.57658536585366","1.53756097560976","1.47121951219512","1.3980487804878","1.41951219512195","1.33170731707317","1.29951219512195","1.30146341463415","1.25560975609756","1.15707317073171","1.18731707317073","1.14536585365854","1.07707317073171","1.05853658536585","1.04292682926829","1.07024390243902","1.00585365853659","0.993170731707317","0.926829268292683","0.955121951219512","0.931707317073171","0.927804878048781","0.881951219512195","0.893658536585366","0.832195121951219","0.844878048780488","0.814634146341463","0.868292682926829","0.855609756097561","0.820487804878049","0.83609756097561","0.808780487804878","0.798048780487805","0.762926829268293","0.810731707317073","0.768780487804878","0.774634146341463","0.8","0.75609756097561","0.790243902439024","0.795121951219512","0.838048780487805","0.831219512195122","0.888780487804878","0.84390243902439","0.865365853658537","0.92390243902439","0.898536585365854","1.01365853658537","0.982439024390244","0.99219512195122","1.04585365853659","0.965853658536585","1.06829268292683","1.06634146341463","1.0409756097561","1.04682926829268","1.02634146341463","1.09658536585366","1.06829268292683","1.04780487804878","1.07707317073171","1.10243902439024","1.14341463414634","1.15609756097561","1.16975609756098","1.14926829268293","1.19414634146341","1.18829268292683","1.19609756097561","1.20585365853659","1.27512195121951","1.24585365853659","1.24682926829268","1.23707317073171","1.26536585365854"
