"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33"
"A1","WT","0.294308190652476","0.310112963959118","0.261511663132384","0.218634376051127","0.294438472239788","0.229176668266923","0.248359728506787","0.180449234488316","0.174313756782636"
"A2","Hom","0.227026594772436","0.263459109567414","0.25863122517568","0.301940513047324","0.265451002227171","0.242327638039884","0.296450703244673","0.294633368756642","0.310472291213909"
"A3","WT","0.274626735098565","0.311539390037821","0.320091909646191","0.292287992738589","0.35742509418413","0.326325163004105","0.351394336554099","0.285493429528472","0.221983914209115"
"A4","Hom","0.232395764394441","0.305044854100946","0.323379540185471","0.310204126044568","0.322282189668466","0.319934971960387","0.305525927141451","0.307827326751653","0.25726792431954"
"A5","WT","0.263604797979798","0.260204485488127","0.280498798076923","0.25643566611992","0.296837080086857","0.274715688808478","0.259472352024922","0.303062080536913","0.280183291273742"
"A6","Hom_G","0.191395048747849","0.234925747003042","0.231270061278086","0.25068816090701","0.301613087095303","0.276393894424422","0.22399463041243","0.195054188096988","0.201222141151499"
"A7","WT_G","0.278040248124639","0.290491219866999","0.306473713646532","0.345483220888461","0.309651445437972","0.293607183113024","0.294960867935139","0.271580539889741","0.221586766314254"
"A8","Hom_CTRL","0.218411668671593","0.271709002151249","0.265245327102804","0.215525601241272","0.268105601141634","0.218991779497099","0.267590286425903","0.273117493070527","0.220297839842898"
"B1","Hom","0.247763179106884","0.287847863126509","0.279697266659604","0.287566448263073","0.308163358222546","0.297423686022493","0.241704649042844","0.303088250598397","0.268116537399763"
"B2","WT","0.299842677345538","0.298844729171727","0.343415967768459","0.339016643687217","0.370492743269665","0.354481074973771","0.338472536959102","0.300204504867792","0.291645382100531"
"B3","Hom","0.161599180446289","0.260399282376502","0.276023258465397","0.255805770584096","0.308388928709268","0.258716323296355","0.268989996113009","0.318756698821007","0.313632977402533"
"B4","WT","0.289165879017013","0.319965195380478","0.324443210873368","0.312081033123028","0.331068635230107","0.301413179262961","0.305391226699408","0.240003889537145","0.253294803932159"
"B5","Hom","0.208781362007168","0.244064116777531","0.249627588261582","0.220926732123009","0.273090748072515","0.257790877892173","0.272239917736758","0.254251896115835","0.26423860911271"
"B6","WT_G","0.309548293723339","0.323228720874941","0.313141573994867","0.307022120200334","0.303118340436867","0.302907791479821","0.286883261166819","0.259156090121999","0.246431460933888"
"B7","Hom_G","0.271831412977562","0.306110649905123","0.331236390031454","0.354205890263583","0.364108761329305","0.344019960732984","0.323089950265821","0.327869268226701","0.296951373141849"
"B8","WT_CTRL","0.216855940781982","0.262131788524276","0.23387325273895","0.236716285488959","0.280265460910152","0.207265100671141","0.288653929500144","0.172101449275362","0.159313356422226"
"C1","WT","0.250608197262082","0.312899917965546","0.300766509433962","0.299940597420231","0.298859512700881","0.242569530925695","0.266330812266888","0.320424898003006","0.263570693847017"
"C2","Hom","0.28347411356629","0.27942464953271","0.35246744986531","0.37974180734856","0.373888150495859","0.35208822628408","0.356825807353558","0.366319985457567","0.3479389334224"
"C3","WT","0.352006813584584","0.338838869916175","0.403441903441903","0.392265228226239","0.346406047115563","0.284701185863567","0.302526676618566","0.268100094196666","0.264772727272727"
"C4","Hom","0.25093849095318","0.242803618751713","0.270942709016931","0.310509101251422","0.339948533998752","0.314905488499203","0.279424719701014","0.234509479855307","0.220258888371371"
"C5","WT","0.291466863396041","0.316862513470944","0.325115933152507","0.306240990418045","0.308304563194236","0.272752875607732","0.232502754567992","0.219275324111407","0.181333607515477"
"C6","Hom_G","0.245354498080088","0.248488131122833","0.270438268088223","0.329302482057416","0.345308890219902","0.316638335761697","0.304560639377537","0.345523343041214","0.338353939647946"
"C7","WT_G","0.265932314074985","0.266718686781111","0.277914934164934","0.296310240963855","0.313664267569856","0.269804911493393","0.273716035809643","0.25661496350365","0.246617268041237"
"C8","Hom_CTRL","0.215764723261769","0.261290391887246","0.275099639400266","0.256115628445424","0.288814304144493","0.285563323036905","0.260375626790831","0.278338749613123","0.285250642673522"
"D1","Hom","0.200068998955691","0.217030642937711","0.262888906988109","0.267620935183146","0.297191117859176","0.29332419733751","0.292301760699139","0.300057175528874","0.283204694199955"
"D2","WT","0.342256136950904","0.39318148257531","0.356454005934718","0.29691475826972","0.344071357943309","0.27251715895884","0.269374466268147","0.289723443441065","0.205166891436278"
"D3","Hom","0.257506467110126","0.297307101399795","0.333659589925735","0.323464831010969","0.358687835894331","0.35375921769798","0.297201992298677","0.256046243798724","0.233923284569836"
"D4","WT","0.316839383006921","0.339142488996989","0.339233827802416","0.329944214504229","0.340647756270617","0.324066467513069","0.300117200580422","0.295086574110594","0.19362452966884"
"D5","Hom","0.248280958307405","0.266292407520948","0.312017649291498","0.335598661950169","0.350664836921765","0.277493990384615","0.258545248062706","0.266820302087961","0.273554837462369"
