"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33"
"A1","WT","62","48","41","29","97","64","106","177","409"
"A2","Hom","76","102","107","57","200","162","86","91","67"
"A3","WT","129","172","117","50","239","98","128","82","42"
"A4","Hom","114","66","63","69","118","87","62","108","63"
"A5","WT","92","131","108","71","100","100","84","124","87"
"A6","Hom_G","65","68","82","96","224","126","119","47","73"
"A7","WT_G","100","132","116","133","111","92","99","153","159"
"A8","Hom_CTRL","101","114","100","14","108","39","51","70","40"
"B1","Hom","116","177","157","104","174","101","50","118","79"
"B2","WT","67","122","80","59","171","146","98","222","195"
"B3","Hom","146","91","70","97","80","142","113","60","47"
"B4","WT","60","82","97","56","99","109","114","118","151"
"B5","Hom","80","89","167","224","151","123","136","117","108"
"B6","WT_G","46","26","28","48","98","85","99","149","77"
"B7","Hom_G","47","59","51","36","93","88","57","65","90"
"B8","WT_CTRL","123","150","25","22","81","39","92","34","51"
"C1","WT","103","101","100","52","96","28","51","111","49"
"C2","Hom","115","138","115","63","129","137","87","94","95"
"C3","WT","79","147","130","108","203","163","117","93","82"
"C4","Hom","156","209","130","104","88","101","127","61","167"
"C5","WT","114","161","174","134","215","109","143","198","314"
"C6","Hom_G","133","220","187","79","145","76","70","137","143"
"C7","WT_G","101","269","71","19","111","39","77","52","65"
"C8","Hom_CTRL","69","80","65","38","70","71","51","60","95"
"D1","Hom","106","180","184","160","241","226","95","136","92"
"D2","WT","109","129","153","143","169","214","254","206","184"
"D3","Hom","173","163","79","205","179","108","66","47","48"
"D4","WT","191","248","275","182","248","89","107","176","307"
"D5","Hom","119","170","107","81","129","175","159","105","132"
"D6","WT_G","181","187","83","94","130","94","47","67","89"
"D7","Hom_G","138","177","65","117","185","111","66","87","38"
"D8","WT_CTRL","110","166","79","40","92","55","50","32","37"
"E1","WT","47","111","80","82","70","96","107","122","83"
"E2","Hom","148","119","91","134","101","109","57","76","94"
"E3","WT","110","171","27","44","112","93","101","68","162"
"E4","Hom","115","114","164","141","241","91","68","64","70"
"E5","WT","78","68","95","109","166","215","125","177","208"
"E6","Hom_G","54","129","67","48","186","82","25","39","58"
"E7","WT_G","95","83","53","50","56","54","22","112","31"
"E8","Hom_CTRL","69","80","128","64","71","64","71","115","106"
"F1","Hom","281","97","53","71","45","47","49","47","102"
"F2","WT","98","67","36","46","66","122","91","264","125"
"F3","Hom","159","195","211","125","140","207","155","147","208"
"F4","WT","225","194","69","34","98","54","48","55","172"
"F5","Hom","56","76","69","87","100","69","87","51","75"
"F6","WT_G","73","53","53","43","117","84","171","104","59"
"F7","Hom_G","90","204","183","54","199","79","56","111","58"
"F8","WT_CTRL","105","186","15","36","127","25","26","47","43"
