"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33"
"A1","WT","0.845044153471376","0.831168326073429","0.970145758941638","0.957486740106079","0.954639731198407","0.923296151017406","0.862940258827148","0.751567684272356","0.851952184815557"
"A2","Hom","0.546088267156516","0.59180477361034","0.654233800247878","0.739095459420808","0.474150023378532","0.656012289241361","0.846184064075424","0.819007911054095","0.740263034655011"
"A3","WT","0.826691508138851","0.952866044053859","0.934934630586804","0.844187963726298","0.899212940818368","0.9537483029886","0.966869000564653","0.937702283431173","0.782723680856487"
"A4","Hom","0.588673145241631","0.679270588235294","0.819968178202068","0.876041579578073","0.874250276596984","0.875730888616184","0.868883537428908","0.842601182882987","0.686391591552504"
"A5","WT","0.788980641667795","0.916977338415784","0.89209408910157","0.93053300133521","0.97343531186039","0.987404561591207","0.977959355966954","0.960869347655664","0.894251936404403"
"A6","Hom_G","0.346151863498118","0.345861836650083","0.514521669731774","1","1","0.540765949824801","0.504101060675934","0.462005525867346","0.403829930825038"
"A7","WT_G","0.813432292803609","0.940805996677099","0.966328576483076","0.973570140222261","0.922945008070094","0.935947896994193","0.90617904028632","0.894493422254705","0.579305870904963"
"A8","Hom_CTRL","0.753889929404985","0.645868017854988","0.965601482646299","0.871140244954287","0.946917847945619","0.852460716693461","0.86046680988967","0.886304566912428","0.86510944755046"
"B1","Hom","0.419389632637523","0.42822782999857","0.794166801444822","0.900367515238437","0.710430935520902","0.799636196725771","0.678232056302544","0.735584680272879","0.604792402826855"
"B2","WT","0.757308476161839","0.872794650769355","0.8864405982504","0.916707752095357","0.937376429593542","0.933828040205748","0.920537665051772","0.820151589287198","0.656239594509601"
"B3","Hom","1","0.439423474511194","0.615230855855856","0.609882385214141","0.550312031348266","0.69400826446281","0.646400120246505","0.579233532934132","0.549252338870604"
"B4","WT","0.838240441834234","0.951352563144523","0.969544990355157","0.976879389723426","0.94888045408643","0.960168254785819","0.853020237911324","0.645624890066116","0.559971825316965"
"B5","Hom","0.571929714661572","0.628788303176293","0.640984965076358","0.730677172692805","0.693254809579898","0.711873821707514","0.829681707357804","0.62656090981051","0.599009900990099"
"B6","WT_G","0.804225352112676","0.765776986951364","0.929577464788732","0.891474973520545","0.839544854881267","0.868421982058346","0.860328100194038","0.665744524250654","0.630218533169055"
"B7","Hom_G","0.513862923413289","0.668602144355975","0.894503133393017","0.894231917519207","0.850291597432639","0.887769089680471","0.896041952145041","0.800309203346672","0.747562895715386"
"B8","WT_CTRL","0.842025806819153","0.955379785050115","0.938880214142315","0.94258486256596","0.971284200147893","0.929461108286731","0.929674825421457","0.902577605321508","0.818101371613982"
"C1","WT","0.732435981615233","0.819807359841936","0.94838145231846","0.954517230673704","0.947374324233383","0.833725102066065","0.90528444627542","0.937293561664719","0.838133547868061"
"C2","Hom","0.582424968584704","1","1","1","1","0.54254493592567","0.533067362283259","0.548328656175624","0.416683131149484"
"C3","WT","0.805343190792237","0.787981739038114","0.961017516990524","0.914676588582204","0.694846764257343","0.677477960447939","0.778115088355233","0.357471951836686","0.326776449741445"
"C4","Hom","0.791782846776632","0.666891312339174","0.714833958162337","0.84972445533016","0.663412652654751","0.763076876641212","0.701298897904808","0.454791983596799","0.469302451149238"
"C5","WT","0.820528844276061","0.900644082411194","0.840876944837341","0.916417512012814","0.904379793606658","0.916225713939492","0.966866177762344","0.743003079380761","0.816455696202532"
"C6","Hom_G","0.478999304193814","0.817277494558787","0.948553991737096","0.980202235231506","0.963130825187543","0.891127963090629","0.855245195841646","0.865254427818441","0.865331100697498"
"C7","WT_G","0.836529997065649","0.951501320301578","0.970930232558139","0.95419912678709","0.975929037552264","0.939788006673864","0.988124706250979","0.867260319573901","0.854472252960704"
"C8","Hom_CTRL","0.461531810026157","0.541230077096111","0.591646737273659","0.597716117399579","1","0.630226336243092","0.662379344207324","0.636114911080711","0.536168418762155"
"D1","Hom","0.500805714036845","0.424610597056925","0.411199601791936","0.673920859905759","0.535615391960279","0.516696584297699","0.691099289514085","0.601854962389542","1"
"D2","WT","0.864020436235017","0.873528893069191","0.82621523935974","0.692622607237669","0.792046913189499","0.88411010904219","0.828177267169585","0.731240549395161","0.81478791239257"
"D3","Hom","0.823352355765885","0.955236327018692","0.946286387260299","0.932112521807786","0.917938340410474","0.900148614646636","0.837861592947806","0.721977603826919","0.443510192875283"
"D4","WT","0.896873910517141","0.950414626553081","0.970746799252111","0.751997361284175","0.793198360354206","0.491890371574112","0.726965053047876","0.513787656409363","0.869587828857758"
"D5","Hom","0.803287276537227","0.758774030238763","0.880007257625547","0.90843417843832","0.771319870461547","0.721371069016114","0.639192799887498","0.629640937292146","0.565878975455415"
"D6","WT_G","0.866529364868456","0.930809550198578","0.948456809290194","0.926095500098251","0.975126987632509","0.945484700223899","0.89075236240352","0.868824944897175","0.644333704952384"
"D7","Hom_G","0.811421980672107","0.844759894977057","0.787083068701956","1","1","0.688052102698696","0.620150116413488","0.651616207851087","0.43546004213291"
"D8","WT_CTRL","0.943818951186338","0.992039582188015","0.974471794446059","0.948764534883721","0.976243077202433","0.972049156901972","0.949221949221949","0.898592775279269","0.854999704683716"
"E1","WT","0.522937619031708","0.637529340172129","0.767885286937174","0.857673062265964","0.699160803594134","0.679305448874613","0.822574204711833","0.746234984464982","0.670209556519923"
"E2","Hom","0.736556701437501","0.853525516166732","0.786130746607502","0.85234201349946","0.81389236802661","0.92387505261039","0.965307957440432","0.913779812656217","0.650165613857264"
"E3","WT","0.649288877433867","0.835788776692601","0.881883167653301","0.870420349504082","0.852425812529439","0.805597208818944","0.709809314946289","0.48634910900664","0.430762611432755"
"E4","Hom","0.69238500933327","0.803950608472217","0.863533679086194","0.9119252737543","0.806026628070206","0.865194927195867","0.825178264076715","0.668643202292578","0.459031023750293"
"E5","WT","0.682342569269521","0.699062911003946","0.861799491755355","0.834201561007264","0.812841237554866","0.832673981465291","0.742737351474073","0.665114513995015","0.588550633902019"
"E6","Hom_G","0.650705607123991","0.763232894593713","0.926487783863622","0.944398471056468","0.950515424629866","0.699131795467165","0.55484298982751","0.533607747031811","0.529943528554513"
"E7","WT_G","0.858446090736546","0.880870447357428","0.904971430317475","0.949877647455911","0.902912403013606","0.936140373764717","0.936936270885702","0.948261035061255","0.764186691312384"
"E8","Hom_CTRL","0.501404845154845","0.449663870793182","0.658423063563737","0.87744928869972","0.828181087597107","0.860246390250364","0.86696307507962","0.653503670511965","0.707163025709615"
"F1","Hom","1","1","0.244806579348157","0.437396971439525","0.180377055951022","0.326270857586341","0.386173554010657","0.250382675763868","1"
"F2","WT","1","1","1","1","1","1","1","1","1"
"F3","Hom","0.560970659495389","0.686291051521543","0.664964667052202","0.917941975633272","0.6831570713727","1","0.603161327206894","1","1"
"F4","WT","0.908945183520805","0.933778666767307","0.961833474396953","0.887130110399758","0.891657201480233","0.827601151595827","0.85710241347583","0.906099220586416","0.89734914586227"
"F5","Hom","1","0.415085595517295","0.455388487779029","0.538081317075047","0.539150425473511","0.549973641842506","0.499346439747026","0.339823840012828","0.365927130699715"
"F6","WT_G","0.934606780244364","0.928947695881206","0.990822840929243","0.997039296608649","0.979126009260322","0.853667369676828","0.854490547156999","0.89700323640586","0.849465825717596"
"F7","Hom_G","0.446679932198393","0.602662811929397","0.54394211265408","0.918295267247469","0.964984817264939","0.893158735592834","0.892358750849694","0.796284873371988","0.65124530075188"
"F8","WT_CTRL","0.621608495758596","0.838753757857338","0.931152594622367","0.935219542362399","0.964349076512223","0.878052917232022","0.906018814503608","0.780297256097561","0.737197829304391"
