"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33"
"A1","WT","22201","21371","16573","11734","46027","30129","39275","47342","84598"
"A2","Hom","23188","29853","27977","24807","28394","35445","38773","45966","37937"
"A3","WT","42153","67441","49200","21504","103396","51284","68493","42010","24565"
"A4","Hom","31318","28869","30921","31435","60054","48526","33916","58126","42187"
"A5","WT","29141","43782","39708","25786","45182","40608","32435","57607","43872"
"A6","Hom_G","20145","26695","29656","64524","118628","48305","30607","27925","28722"
"A7","WT_G","33537","48698","49161","66931","64045","53028","60260","78329","41078"
"A8","Hom_CTRL","20931","26768","34387","5050","40815","16438","23631","33419","18259"
"B1","Hom","26440","32938","44193","40178","55079","47037","24767","51972","38339"
"B2","WT","22667","43336","37695","31609","85814","79155","58143","88838","70950"
"B3","Hom","75844","29756","21853","17786","22751","33590","25803","24183","21194"
"B4","WT","21552","38193","42723","29069","54498","55925","55216","62399","50085"
"B5","Hom","18260","22449","27072","34496","44143","42291","49683","38786","38841"
"B6","WT_G","18843","12911","13860","32825","40728","49177","48772","52462","48593"
"B7","Hom_G","16217","23260","24979","22464","52196","45982","34003","44001","44631"
"B8","WT_CTRL","29561","47469","12627","11968","39405","14626","39540","13026","16641"
"C1","WT","26772","33194","40108","24596","42233","13478","24172","55335","26045"
"C2","Hom","39860","80656","76275","66983","99838","51736","41688","61744","52725"
"C3","WT","38344","51954","80318","72275","80646","68241","68692","54389","38358"
"C4","Hom","47138","43540","32224","43019","50629","50563","46325","34380","50412"
"C5","WT","42016","68938","65395","68658","96926","45366","47331","70696","78045"
"C6","Hom_G","30290","55950","55332","36836","67789","33608","32578","69274","71832"
"C7","WT_G","31359","79634","29893","11146","49950","19151","31536","31263","36292"
"C8","Hom_CTRL","21350","28151","27708","17901","63743","32272","27655","34410","39425"
"D1","Hom","22998","25652","24783","35612","44876","40586","38714","41206","65643"
"D2","WT","48367","74298","67206","49571","90089","71269","71798","92850","146947"
"D3","Hom","47323","60711","36961","73196","83011","61175","32411","26563","25846"
"D4","WT","77176","100743","115780","61557","120747","47220","57351","82615","105341"
"D5","Hom","36801","44364","43651","39486","58591","54571","45453","57745","65638"
"D6","WT_G","52172","80623","45819","47129","70646","57008","24697","42966","47970"
"D7","Hom_G","46432","68853","35939","82397","129613","56626","38089","59791","31833"
"D8","WT_CTRL","24981","45113","23476","13055","32258","17006","15067","12388","14476"
"E1","WT","15651","29334","24848","25882","24744","29185","30900","37708","28880"
"E2","Hom","37353","39438","30472","41798","39639","50487","25766","39118","35921"
"E3","WT","27711","60588","15791","25801","54291","54261","38192","41239","57067"
"E4","Hom","43398","45055","54280","57796","92444","46050","43628","43865","41148"
"E5","WT","27089","25513","45104","46279","60742","76193","44819","64848","60164"
"E6","Hom_G","17245","35082","30109","23966","99768","27701","12545","22427","23273"
"E7","WT_G","42063","44284","29617","33771","40148","28703","12673","67263","16537"
"E8","Hom_CTRL","16061","21605","28434","22883","30916","25976","27494","34273","38068"
"F1","Hom","62184","69120","16074","22819","14849","21020","21886","21101","96909"
"F2","WT","52376","45726","31669","40533","50502","92413","80781","149916","116602"
"F3","Hom","44223","56945","47144","52364","63757","105869","56971","120914","137829"
"F4","WT","66343","74227","36365","17598","48672","26734","24220","29296","75590"
"F5","Hom","59478","29557","27500","27977","47139","38601","37820","29669","31948"
"F6","WT_G","21724","22396","22349","22226","51175","40072","47819","36308","26398"
"F7","Hom_G","18183","39607","27889","19500","71185","31307","22317","45182","27717"
"F8","WT_CTRL","19199","39897","5437","12098","51638","10354","9920","16380","14943"
